time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 07:48:16.416,"2012H",c2:2e:60:08:6c:06,-47,,104,665,1,0,default
2025-01-13 07:48:18.262,"2012H",c2:2e:60:08:6c:06,-47,,22,211,1,0,default
2025-01-13 07:48:19.547,"2012H",c2:2e:60:08:6c:06,-47,,13,226,1,0,default
2025-01-13 07:48:20.828,"2012H",c2:2e:60:08:6c:06,-47,,20,199,1,0,default
2025-01-13 07:48:22.104,"2012H",c2:2e:60:08:6c:06,-47,,22,212,1,0,default
2025-01-13 07:48:23.377,"2012H",c2:2e:60:08:6c:06,-47,,14,185,1,0,default
2025-01-13 07:48:24.618,"2012H",c2:2e:60:08:6c:06,-47,,13,197,1,0,default
2025-01-13 07:48:25.868,"2012H",c2:2e:60:08:6c:06,-47,,10,207,1,0,default
2025-01-13 07:48:27.131,"2012H",c2:2e:60:08:6c:06,-48,,21,205,1,0,default
2025-01-13 07:48:28.400,"2012H",c2:2e:60:08:6c:06,-48,,16,197,1,0,default
2025-01-13 07:48:29.663,"2012H",c2:2e:60:08:6c:06,-48,,13,198,1,0,default
2025-01-13 07:48:30.916,"2012H",c2:2e:60:08:6c:06,-48,,26,209,1,0,default
2025-01-13 07:48:32.233,"2012H",c2:2e:60:08:6c:06,-47,,37,667,1,0,default
2025-01-13 07:48:33.968,"2012H",c2:2e:60:08:6c:06,-47,,300,500,1,0,default
2025-01-13 07:48:35.820,"2012H",c2:2e:60:08:6c:06,-47,,285,411,1,0,default
2025-01-13 07:48:37.577,"2012H",c2:2e:60:08:6c:06,-47,,14,183,1,0,default
2025-01-13 07:48:38.818,"2012H",c2:2e:60:08:6c:06,-46,,19,182,1,0,default
2025-01-13 07:48:40.065,"2012H",c2:2e:60:08:6c:06,-46,,21,199,1,0,default
2025-01-13 07:48:41.330,"2012H",c2:2e:60:08:6c:06,-47,,13,194,1,0,default
2025-01-13 07:48:42.580,"2012H",c2:2e:60:08:6c:06,-47,,21,196,1,0,default
2025-01-13 07:48:43.847,"2012H",c2:2e:60:08:6c:06,-47,,16,184,1,0,default
2025-01-13 07:48:45.102,"2012H",c2:2e:60:08:6c:06,-48,,22,196,1,0,default
2025-01-13 07:48:46.363,"2012H",c2:2e:60:08:6c:06,-48,,20,197,1,0,default
2025-01-13 07:48:47.629,"2012H",c2:2e:60:08:6c:06,-47,,12,207,1,0,default
2025-01-13 07:48:48.906,"2012H",c2:2e:60:08:6c:06,-47,,22,188,1,0,default
2025-01-13 07:48:50.187,"2012H",c2:2e:60:08:6c:06,-45,,21,188,1,0,default
2025-01-13 07:48:51.445,"2012H",c2:2e:60:08:6c:06,-45,,15,226,1,0,default
2025-01-13 07:48:52.731,"2012H",c2:2e:60:08:6c:06,-45,,19,179,1,0,default
2025-01-13 07:48:53.980,"2012H",c2:2e:60:08:6c:06,-40,,21,196,1,0,default
2025-01-13 07:48:55.271,"2012H",c2:2e:60:08:6c:06,-40,,21,244,1,0,default
2025-01-13 07:48:56.584,"2012H",c2:2e:60:08:6c:06,-33,,20,183,1,0,default
2025-01-13 07:48:57.832,"2012H",c2:2e:60:08:6c:06,-33,,20,192,1,0,default
2025-01-13 07:48:59.087,"2012H",c2:2e:60:08:6c:06,-36,,20,195,1,0,default
2025-01-13 07:49:00.354,"2012H",c2:2e:60:08:6c:06,-36,,22,196,1,0,default
2025-01-13 07:49:01.616,"2012H",c2:2e:60:08:6c:06,-36,,14,196,1,0,default
2025-01-13 07:49:02.873,"2012H",c2:2e:60:08:6c:06,-38,,20,194,1,0,default
2025-01-13 07:49:04.139,"2012H",c2:2e:60:08:6c:06,-38,,39,182,1,0,default
2025-01-13 07:49:05.408,"2012H",c2:2e:60:08:6c:06,-37,,13,182,1,0,default
2025-01-13 07:49:06.646,"2012H",c2:2e:60:08:6c:06,-37,,21,196,1,0,default
2025-01-13 07:49:07.928,"2012H",c2:2e:60:08:6c:06,-37,,13,195,1,0,default
2025-01-13 07:49:09.204,"2012H",c2:2e:60:08:6c:06,-37,,67,195,1,0,default
2025-01-13 07:49:10.551,"2012H",c2:2e:60:08:6c:06,-37,,25,218,1,0,default
2025-01-13 07:49:11.859,"2012H",c2:2e:60:08:6c:06,-60,,21,216,1,0,default
2025-01-13 07:49:13.148,"2012H",c2:2e:60:08:6c:06,-60,,23,186,1,0,default
2025-01-13 07:49:14.693,"2012H",c2:2e:60:08:6c:06,-68,,13,442,1,0,Door1_1
2025-01-13 07:49:16.187,"2012H",c2:2e:60:08:6c:02,-64,,15,202,1,0,Door1_2
2025-01-13 07:49:17.452,"2012H",c2:2e:60:08:6c:02,-64,,17,196,1,0,default
2025-01-13 07:49:18.747,"2012H",c2:2e:60:08:6c:02,-68,,20,391,1,0,default
2025-01-13 07:49:20.523,"2012H",c2:2e:60:08:6c:02,-68,,18,210,1,0,default
2025-01-13 07:49:21.797,"2012H",c2:2e:60:08:6c:02,-71,,14,217,1,0,default
2025-01-13 07:49:23.074,"2012H",c2:2e:60:08:6c:02,-71,,13,219,1,0,default
2025-01-13 07:49:24.365,"2012H",c2:2e:60:08:6c:02,-71,,27,198,1,0,default
2025-01-13 07:49:25.654,"2012H",c2:2e:60:08:6c:02,-66,,15,188,1,0,default
2025-01-13 07:49:26.911,"2012H",c2:2e:60:08:6c:02,-66,,20,204,1,0,default
2025-01-13 07:49:28.174,"2012H",c2:2e:60:08:6c:02,-63,,26,200,1,0,default
2025-01-13 07:49:29.620,"2012H",c2:2e:60:08:6c:02,-63,,19,223,1,0,default
2025-01-13 07:49:30.897,"2012H",c2:2e:60:08:6c:02,-66,,13,201,1,0,default
2025-01-13 07:49:32.156,"2012H",c2:2e:60:08:6c:02,-66,,13,210,1,0,default
2025-01-13 07:49:33.431,"2012H",c2:2e:60:08:6c:02,-66,,14,189,1,0,default
2025-01-13 07:49:34.671,"2012H",c2:2e:60:08:6c:02,-63,,20,199,1,0,default
2025-01-13 07:49:35.929,"2012H",c2:2e:60:08:6c:02,-63,,17,191,1,0,default
2025-01-13 07:49:37.190,"2012H",c2:2e:60:08:6c:02,-63,,24,208,1,0,Door1_3
2025-01-13 07:49:38.474,"2012H",c2:2e:60:08:6c:02,-63,,12,220,1,0,default
2025-01-13 07:49:39.756,"2012H",c2:2e:60:08:6c:02,-57,,12,195,1,0,default
2025-01-13 07:49:41.008,"2012H",c2:2e:60:08:6c:02,-57,,25,197,1,0,default
2025-01-13 07:49:42.268,"2012H",c2:2e:60:08:6c:02,-57,,16,221,1,0,default
2025-01-13 07:49:43.583,"2012H",c2:2e:60:08:6c:02,-45,,13,197,1,0,default
2025-01-13 07:49:44.831,"2012H",c2:2e:60:08:6c:06,-33,,33,193,1,0,default
2025-01-13 07:49:46.104,"2012H",c2:2e:60:08:6c:06,-33,,20,199,1,0,default
2025-01-13 07:49:47.363,"2012H",c2:2e:60:08:6c:06,-36,,12,196,1,0,default
2025-01-13 07:49:48.609,"2012H",c2:2e:60:08:6c:06,-36,,15,199,1,0,default
2025-01-13 07:49:49.872,"2012H",c2:2e:60:08:6c:06,-37,,18,215,1,0,default
2025-01-13 07:49:51.140,"2012H",c2:2e:60:08:6c:06,-37,,26,213,1,0,default
2025-01-13 07:49:52.427,"2012H",c2:2e:60:08:6c:06,-37,,13,215,1,0,default
2025-01-13 07:49:53.694,"2012H",c2:2e:60:08:6c:06,-36,,14,215,1,0,default
2025-01-13 07:49:54.975,"2012H",c2:2e:60:08:6c:06,-36,,20,184,1,0,default
