time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:36:17.492,"2012H",c2:2e:60:08:6c:02,-51,,23,215,1,0,default
2025-01-12 21:36:18.762,"2012H",c2:2e:60:08:6c:02,-51,,21,190,1,0,default
2025-01-12 21:36:20.010,"2012H",c2:2e:60:08:6c:02,-51,,13,231,1,0,default
2025-01-12 21:36:21.304,"2012H",c2:2e:60:08:6c:02,-43,,13,194,1,0,default
2025-01-12 21:36:22.540,"2012H",c2:2e:60:08:6c:02,-43,,22,302,1,0,default
2025-01-12 21:36:23.891,"2012H",c2:2e:60:08:6c:02,-35,,12,232,1,0,default
2025-01-12 21:36:25.161,"2012H",c2:2e:60:08:6c:02,-35,,17,201,1,0,default
2025-01-12 21:36:26.400,"2012H",c2:2e:60:08:6c:02,-36,,22,192,1,0,default
2025-01-12 21:36:27.647,"2012H",c2:2e:60:08:6c:02,-36,,16,193,1,0,default
2025-01-12 21:36:28.877,"2012H",c2:2e:60:08:6c:02,-36,,11,189,1,0,default
2025-01-12 21:36:30.114,"2012H",c2:2e:60:08:6c:02,-35,,20,180,1,0,default
2025-01-12 21:36:31.338,"2012H",c2:2e:60:08:6c:02,-35,,19,208,1,0,default
2025-01-12 21:36:32.597,"2012H",c2:2e:60:08:6c:02,-36,,21,200,1,0,default
2025-01-12 21:36:33.841,"2012H",c2:2e:60:08:6c:02,-36,,20,198,1,0,default
2025-01-12 21:36:35.087,"2012H",c2:2e:60:08:6c:02,-36,,14,191,1,0,default
2025-01-12 21:36:36.314,"2012H",c2:2e:60:08:6c:02,-35,,24,212,1,0,default
2025-01-12 21:36:37.590,"2012H",c2:2e:60:08:6c:02,-35,,22,210,1,0,default
2025-01-12 21:36:38.860,"2012H",c2:2e:60:08:6c:02,-36,,17,213,1,0,default
2025-01-12 21:36:40.109,"2012H",c2:2e:60:08:6c:02,-36,,21,196,1,0,default
2025-01-12 21:36:41.357,"2012H",c2:2e:60:08:6c:02,-36,,21,198,1,0,default
2025-01-12 21:36:42.609,"2012H",c2:2e:60:08:6c:06,-36,,13,205,1,0,default
2025-01-12 21:36:43.861,"2012H",c2:2e:60:08:6c:06,-36,,21,181,1,0,default
2025-01-12 21:36:45.085,"2012H",c2:2e:60:08:6c:06,-49,,14,206,1,0,default
2025-01-12 21:36:46.327,"2012H",c2:2e:60:08:6c:06,-49,,22,210,1,0,default
2025-01-12 21:36:47.594,"2012H",c2:2e:60:08:6c:06,-49,,10,190,1,0,default
2025-01-12 21:36:48.831,"2012H",c2:2e:60:08:6c:06,-49,,21,198,1,0,default
2025-01-12 21:36:50.084,"2012H",c2:2e:60:08:6c:06,-49,,37,661,1,0,default
2025-01-12 21:36:51.806,"2012H",c2:2e:60:08:6c:06,-49,,287,529,1,0,default
2025-01-12 21:36:53.664,"2012H",c2:2e:60:08:6c:06,-44,,12,207,1,0,default
2025-01-12 21:36:54.924,"2012H",c2:2e:60:08:6c:06,-44,,18,198,1,0,default
2025-01-12 21:36:56.181,"2012H",c2:2e:60:08:6c:06,-44,,21,190,1,0,default
2025-01-12 21:36:57.416,"2012H",c2:2e:60:08:6c:06,-41,,13,204,1,0,default
2025-01-12 21:36:58.654,"2012H",c2:2e:60:08:6c:06,-41,,20,197,1,0,default
2025-01-12 21:36:59.894,"2012H",c2:2e:60:08:6c:06,-38,,16,209,1,0,default
2025-01-12 21:37:01.161,"2012H",c2:2e:60:08:6c:06,-38,,13,216,1,0,default
2025-01-12 21:37:02.423,"2012H",c2:2e:60:08:6c:06,-38,,22,186,1,0,default
2025-01-12 21:37:03.653,"2012H",c2:2e:60:08:6c:06,-34,,21,188,1,0,default
2025-01-12 21:37:04.899,"2012H",c2:2e:60:08:6c:06,-34,,13,197,1,0,default
2025-01-12 21:37:06.133,"2012H",c2:2e:60:08:6c:06,-36,,21,196,1,0,default
2025-01-12 21:37:07.371,"2012H",c2:2e:60:08:6c:06,-36,,15,194,1,0,default
2025-01-12 21:37:08.604,"2012H",c2:2e:60:08:6c:06,-40,,13,184,1,0,default
2025-01-12 21:37:09.841,"2012H",c2:2e:60:08:6c:06,-40,,14,209,1,0,default
2025-01-12 21:37:11.097,"2012H",c2:2e:60:08:6c:06,-40,,11,193,1,0,default
2025-01-12 21:37:12.336,"2012H",c2:2e:60:08:6c:06,-39,,24,180,1,0,default
2025-01-12 21:37:13.581,"2012H",c2:2e:60:08:6c:06,-39,,46,236,1,0,default
2025-01-12 21:37:14.908,"2012H",c2:2e:60:08:6c:06,-56,,18,206,1,0,default
2025-01-12 21:37:16.165,"2012H",c2:2e:60:08:6c:06,-56,,21,217,1,0,default
2025-01-12 21:37:17.436,"2012H",c2:2e:60:08:6c:02,-67,,210,198,1,0,default
2025-01-12 21:37:18.862,"2012H",c2:2e:60:08:6c:02,-67,,27,195,1,0,default
2025-01-12 21:37:20.113,"2012H",c2:2e:60:08:6c:02,-66,,16,224,1,0,Door1_1
2025-01-12 21:37:21.470,"2012H",c2:2e:60:08:6c:02,-66,,14,227,1,0,default
2025-01-12 21:37:22.745,"2012H",c2:2e:60:08:6c:02,-72,,19,233,1,0,default
2025-01-12 21:37:24.032,"2012H",c2:2e:60:08:6c:02,-72,,25,174,1,0,default
2025-01-12 21:37:25.253,"2012H",c2:2e:60:08:6c:02,-72,,32,186,1,0,default
2025-01-12 21:37:26.520,"2012H",c2:2e:60:08:6c:02,-70,,25,196,1,0,default
2025-01-12 21:37:27.799,"2012H",c2:2e:60:08:6c:02,-70,,32,200,1,0,default
2025-01-12 21:37:29.074,"2012H",c2:2e:60:08:6c:02,-68,,19,199,1,0,default
2025-01-12 21:37:30.313,"2012H",c2:2e:60:08:6c:02,-68,,20,201,1,0,default
2025-01-12 21:37:31.586,"2012H",c2:2e:60:08:6c:02,-68,,23,213,1,0,default
2025-01-12 21:37:32.876,"2012H",c2:2e:60:08:6c:02,-67,,17,201,1,0,default
2025-01-12 21:37:34.117,"2012H",c2:2e:60:08:6c:02,-67,,23,207,1,0,default
2025-01-12 21:37:35.505,"2012H",c2:2e:60:08:6c:02,-68,,21,201,1,0,default
2025-01-12 21:37:36.753,"2012H",c2:2e:60:08:6c:02,-68,,18,186,1,0,default
2025-01-12 21:37:37.993,"2012H",c2:2e:60:08:6c:02,-68,,15,198,1,0,default
2025-01-12 21:37:39.233,"2012H",c2:2e:60:08:6c:02,-68,,15,199,1,0,default
2025-01-12 21:37:40.468,"2012H",c2:2e:60:08:6c:02,-68,,19,193,1,0,default
2025-01-12 21:37:41.712,"2012H",c2:2e:60:08:6c:02,-61,,20,201,1,0,Door1_2
2025-01-12 21:37:42.967,"2012H",c2:2e:60:08:6c:02,-61,,28,195,1,0,default
2025-01-12 21:37:44.226,"2012H",c2:2e:60:08:6c:02,-54,,35,182,1,0,default
2025-01-12 21:37:45.480,"2012H",c2:2e:60:08:6c:02,-54,,21,205,1,0,default
2025-01-12 21:37:46.758,"2012H",c2:2e:60:08:6c:02,-54,,21,183,1,0,default
2025-01-12 21:37:47.990,"2012H",c2:2e:60:08:6c:02,-39,,29,214,1,0,default
2025-01-12 21:37:49.252,"2012H",c2:2e:60:08:6c:02,-39,,31,202,1,0,default
2025-01-12 21:37:50.509,"2012H",c2:2e:60:08:6c:02,-36,,20,195,1,0,default
2025-01-12 21:37:51.763,"2012H",c2:2e:60:08:6c:02,-36,,13,181,1,0,default
2025-01-12 21:37:53.005,"2012H",c2:2e:60:08:6c:02,-32,,15,197,1,0,default
2025-01-12 21:37:54.282,"2012H",c2:2e:60:08:6c:02,-32,,22,215,1,0,default
2025-01-12 21:37:55.562,"2012H",c2:2e:60:08:6c:02,-32,,13,226,1,0,default
2025-01-12 21:37:56.828,"2012H",c2:2e:60:08:6c:02,-34,,14,200,1,0,default
2025-01-12 21:37:58.073,"2012H",c2:2e:60:08:6c:02,-34,,30,194,1,0,default
2025-01-12 21:37:59.346,"2012H",c2:2e:60:08:6c:02,-34,,16,186,1,0,default
