time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 23:57:23.245,"2012H",c2:2e:60:08:6c:06,-36,,101,605,1,0,default
2025-01-12 23:57:25.041,"2012H",c2:2e:60:08:6c:06,-36,,15,197,1,0,default
2025-01-12 23:57:26.306,"2012H",c2:2e:60:08:6c:06,-36,,15,188,1,0,default
2025-01-12 23:57:27.569,"2012H",c2:2e:60:08:6c:06,-36,,17,199,1,0,default
2025-01-12 23:57:28.822,"2012H",c2:2e:60:08:6c:06,-36,,14,183,1,0,default
2025-01-12 23:57:30.066,"2012H",c2:2e:60:08:6c:06,-35,,20,203,1,0,default
2025-01-12 23:57:31.329,"2012H",c2:2e:60:08:6c:06,-35,,21,204,1,0,default
2025-01-12 23:57:32.602,"2012H",c2:2e:60:08:6c:06,-37,,14,206,1,0,default
2025-01-12 23:57:33.861,"2012H",c2:2e:60:08:6c:06,-37,,23,197,1,0,default
2025-01-12 23:57:35.124,"2012H",c2:2e:60:08:6c:06,-36,,15,199,1,0,default
2025-01-12 23:57:36.388,"2012H",c2:2e:60:08:6c:06,-36,,22,200,1,0,default
2025-01-12 23:57:37.657,"2012H",c2:2e:60:08:6c:06,-36,,21,185,1,0,default
2025-01-12 23:57:38.902,"2012H",c2:2e:60:08:6c:06,-36,,13,197,1,0,default
2025-01-12 23:57:40.162,"2012H",c2:2e:60:08:6c:06,-36,,21,180,1,0,default
2025-01-12 23:57:41.420,"2012H",c2:2e:60:08:6c:06,-36,,15,218,1,0,default
2025-01-12 23:57:42.709,"2012H",c2:2e:60:08:6c:06,-36,,17,204,1,0,default
2025-01-12 23:57:43.980,"2012H",c2:2e:60:08:6c:06,-37,,25,197,1,0,default
2025-01-12 23:57:45.249,"2012H",c2:2e:60:08:6c:06,-37,,13,198,1,0,default
2025-01-12 23:57:46.518,"2012H",c2:2e:60:08:6c:06,-37,,12,198,1,0,default
2025-01-12 23:57:47.786,"2012H",c2:2e:60:08:6c:06,-37,,22,198,1,0,default
2025-01-12 23:57:49.058,"2012H",c2:2e:60:08:6c:06,-37,,13,210,1,0,default
2025-01-12 23:57:50.332,"2012H",c2:2e:60:08:6c:06,-37,,14,211,1,0,default
2025-01-12 23:57:51.602,"2012H",c2:2e:60:08:6c:06,-37,,21,194,1,0,default
2025-01-12 23:57:52.864,"2012H",c2:2e:60:08:6c:06,-37,,13,207,1,0,default
2025-01-12 23:57:54.142,"2012H",c2:2e:60:08:6c:06,-37,,20,210,1,0,default
2025-01-12 23:57:55.420,"2012H",c2:2e:60:08:6c:06,-37,,15,195,1,0,default
2025-01-12 23:57:56.666,"2012H",c2:2e:60:08:6c:06,-45,,282,485,1,0,default
2025-01-12 23:57:58.508,"2012H",c2:2e:60:08:6c:06,-45,,16,198,1,0,default
2025-01-12 23:57:59.770,"2012H",c2:2e:60:08:6c:06,-45,,290,409,1,0,default
2025-01-12 23:58:01.509,"2012H",c2:2e:60:08:6c:06,-45,,12,180,1,0,default
2025-01-12 23:58:02.738,"2012H",c2:2e:60:08:6c:06,-39,,21,196,1,0,default
2025-01-12 23:58:04.002,"2012H",c2:2e:60:08:6c:06,-39,,20,200,1,0,default
2025-01-12 23:58:05.272,"2012H",c2:2e:60:08:6c:06,-37,,14,182,1,0,default
2025-01-12 23:58:06.511,"2012H",c2:2e:60:08:6c:06,-37,,14,194,1,0,default
2025-01-12 23:58:07.768,"2012H",c2:2e:60:08:6c:06,-37,,21,181,1,0,default
2025-01-12 23:58:09.019,"2012H",c2:2e:60:08:6c:06,-30,,14,204,1,0,default
2025-01-12 23:58:10.288,"2012H",c2:2e:60:08:6c:06,-30,,21,182,1,0,default
2025-01-12 23:58:11.529,"2012H",c2:2e:60:08:6c:06,-37,,21,209,1,0,default
2025-01-12 23:58:12.799,"2012H",c2:2e:60:08:6c:06,-37,,21,198,1,0,default
2025-01-12 23:58:14.081,"2012H",c2:2e:60:08:6c:06,-37,,20,193,1,0,default
2025-01-12 23:58:15.371,"2012H",c2:2e:60:08:6c:06,-37,,22,195,1,0,default
2025-01-12 23:58:16.637,"2012H",c2:2e:60:08:6c:06,-37,,22,215,1,0,default
2025-01-12 23:58:17.933,"2012H",c2:2e:60:08:6c:06,-33,,20,196,1,0,default
2025-01-12 23:58:19.244,"2012H",c2:2e:60:08:6c:06,-33,,21,228,1,0,default
2025-01-12 23:58:20.547,"2012H",c2:2e:60:08:6c:06,-40,,15,191,1,0,default
2025-01-12 23:58:21.793,"2012H",c2:2e:60:08:6c:06,-40,,45,189,1,0,default
2025-01-12 23:58:23.086,"2012H",c2:2e:60:08:6c:06,-50,,22,209,1,0,default
2025-01-12 23:58:24.357,"2012H",c2:2e:60:08:6c:06,-50,,27,216,1,0,default
2025-01-12 23:58:25.657,"2012H",c2:2e:60:08:6c:02,-61,,16,198,1,0,default
2025-01-12 23:58:26.918,"2012H",c2:2e:60:08:6c:02,-61,,22,237,1,0,default
2025-01-12 23:58:28.251,"2012H",c2:2e:60:08:6c:02,-64,,25,207,1,0,Door1_1
2025-01-12 23:58:29.531,"2012H",c2:2e:60:08:6c:02,-64,,22,188,1,0,default
2025-01-12 23:58:30.795,"2012H",c2:2e:60:08:6c:02,-73,,259,512,1,0,default
2025-01-12 23:58:32.660,"2012H",c2:2e:60:08:6c:02,-73,,41,199,1,0,default
2025-01-12 23:58:33.990,"2012H",c2:2e:60:08:6c:02,-74,,22,198,1,0,default
2025-01-12 23:58:35.264,"2012H",c2:2e:60:08:6c:02,-74,,24,190,1,0,default
2025-01-12 23:58:36.544,"2012H",c2:2e:60:08:6c:02,-67,,20,207,1,0,default
2025-01-12 23:58:37.820,"2012H",c2:2e:60:08:6c:02,-67,,27,200,1,0,default
2025-01-12 23:58:39.108,"2012H",c2:2e:60:08:6c:02,-67,,15,200,1,0,default
2025-01-12 23:58:40.408,"2012H",c2:2e:60:08:6c:02,-66,,30,245,1,0,default
2025-01-12 23:58:41.888,"2012H",c2:2e:60:08:6c:02,-66,,26,213,1,0,default
2025-01-12 23:58:43.182,"2012H",c2:2e:60:08:6c:02,-69,,27,224,1,0,default
2025-01-12 23:58:44.526,"2012H",c2:2e:60:08:6c:02,-69,,20,216,1,0,default
2025-01-12 23:58:45.874,"2012H",c2:2e:60:08:6c:02,-68,,32,191,1,0,default
2025-01-12 23:58:47.155,"2012H",c2:2e:60:08:6c:02,-68,,25,218,1,0,Door1_2
2025-01-12 23:58:48.911,"2012H",c2:2e:60:08:6c:02,-61,,13,213,1,0,default
2025-01-12 23:58:50.187,"2012H",c2:2e:60:08:6c:02,-61,,28,226,1,0,default
2025-01-12 23:58:51.481,"2012H",c2:2e:60:08:6c:02,-61,,28,203,1,0,default
2025-01-12 23:58:52.766,"2012H",c2:2e:60:08:6c:02,-35,,11,373,1,0,default
