time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 00:08:01.464,"2012H",c2:2e:60:08:6c:06,-41,,274,501,1,0,default
2025-01-13 00:08:03.321,"2012H",c2:2e:60:08:6c:06,-41,,13,177,1,0,default
2025-01-13 00:08:04.548,"2012H",c2:2e:60:08:6c:06,-41,,13,208,1,0,default
2025-01-13 00:08:05.827,"2012H",c2:2e:60:08:6c:06,-42,,18,191,1,0,default
2025-01-13 00:08:07.086,"2012H",c2:2e:60:08:6c:06,-42,,20,196,1,0,default
2025-01-13 00:08:08.336,"2012H",c2:2e:60:08:6c:06,-42,,10,210,1,0,default
2025-01-13 00:08:09.608,"2012H",c2:2e:60:08:6c:06,-45,,16,196,1,0,default
2025-01-13 00:08:10.870,"2012H",c2:2e:60:08:6c:06,-45,,14,197,1,0,default
2025-01-13 00:08:12.151,"2012H",c2:2e:60:08:6c:06,-46,,15,175,1,0,default
2025-01-13 00:08:13.384,"2012H",c2:2e:60:08:6c:06,-46,,23,179,1,0,default
2025-01-13 00:08:14.624,"2012H",c2:2e:60:08:6c:06,-46,,22,179,1,0,default
2025-01-13 00:08:15.866,"2012H",c2:2e:60:08:6c:06,-44,,15,177,1,0,default
2025-01-13 00:08:17.097,"2012H",c2:2e:60:08:6c:06,-44,,14,207,1,0,default
2025-01-13 00:08:18.354,"2012H",c2:2e:60:08:6c:06,-43,,14,203,1,0,default
2025-01-13 00:08:19.614,"2012H",c2:2e:60:08:6c:06,-43,,23,190,1,0,default
2025-01-13 00:08:20.879,"2012H",c2:2e:60:08:6c:06,-43,,13,192,1,0,default
2025-01-13 00:08:22.120,"2012H",c2:2e:60:08:6c:06,-43,,12,175,1,0,default
2025-01-13 00:08:23.345,"2012H",c2:2e:60:08:6c:06,-43,,13,183,1,0,default
2025-01-13 00:08:24.585,"2012H",c2:2e:60:08:6c:06,-42,,21,208,1,0,default
2025-01-13 00:08:25.861,"2012H",c2:2e:60:08:6c:06,-42,,15,178,1,0,default
