time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:14:51.850,"2012",cc:24:2e:f5:86:c6,-37,,25,197,1,0,default
2025-01-12 21:14:53.098,"2012",cc:24:2e:f5:86:c6,-37,,24,214,1,0,default
2025-01-12 21:14:54.394,"2012",cc:24:2e:f5:86:c6,-37,,23,200,1,0,default
2025-01-12 21:14:55.645,"2012",cc:24:2e:f5:86:c6,-37,,24,196,1,0,default
2025-01-12 21:14:56.900,"2012",cc:24:2e:f5:86:c6,-37,,24,198,1,0,default
2025-01-12 21:14:58.164,"2012",cc:24:2e:f5:86:c6,-37,,24,200,1,0,default
2025-01-12 21:14:59.442,"2012",cc:24:2e:f5:86:c6,-37,,23,201,1,0,default
2025-01-12 21:15:00.712,"2012",cc:24:2e:f5:86:c6,-37,,25,208,1,0,default
2025-01-12 21:15:01.975,"2012",cc:24:2e:f5:86:c6,-37,,22,203,1,0,default
2025-01-12 21:15:03.231,"2012",cc:24:2e:f5:86:c6,-37,,24,186,1,0,default
2025-01-12 21:15:04.476,"2012",cc:24:2e:f5:86:c6,-38,,17,192,1,0,default
2025-01-12 21:15:05.739,"2012",cc:24:2e:f5:86:c6,-38,,22,205,1,0,default
2025-01-12 21:15:06.994,"2012",cc:24:2e:f5:86:c6,-38,,23,189,1,0,default
2025-01-12 21:15:08.231,"2012",cc:24:2e:f5:86:c6,-38,,26,201,1,0,default
2025-01-12 21:15:09.519,"2012",cc:24:2e:f5:86:c6,-38,,16,203,1,0,default
2025-01-12 21:15:10.760,"2012",cc:24:2e:f5:86:c6,-37,,21,186,1,0,default
2025-01-12 21:15:11.988,"2012",cc:24:2e:f5:86:c6,-37,,17,198,1,0,default
2025-01-12 21:15:13.232,"2012",cc:24:2e:f5:86:c6,-38,,17,209,1,0,default
2025-01-12 21:15:14.512,"2012",cc:24:2e:f5:86:c6,-38,,22,199,1,0,default
2025-01-12 21:15:15.780,"2012",cc:24:2e:f5:86:c6,-38,,24,195,1,0,default
2025-01-12 21:15:17.032,"2012",cc:24:2e:f5:86:c6,-39,,24,187,1,0,default
2025-01-12 21:15:18.279,"2012",cc:24:2e:f5:86:c6,-39,,26,189,1,0,default
2025-01-12 21:15:19.535,"2012",cc:24:2e:f5:86:c6,-38,,16,210,1,0,default
2025-01-12 21:15:20.796,"2012",cc:24:2e:f5:86:c6,-38,,19,202,1,0,default
2025-01-12 21:15:22.048,"2012",cc:24:2e:f5:86:c6,-38,,23,208,1,0,default
2025-01-12 21:15:23.307,"2012",cc:24:2e:f5:86:c6,-36,,31,212,1,0,default
2025-01-12 21:15:24.570,"2012",cc:24:2e:f5:86:c6,-36,,23,211,1,0,default
2025-01-12 21:15:25.829,"2012",cc:24:2e:f5:86:c6,-37,,23,215,1,0,default
2025-01-12 21:15:27.087,"2012",cc:24:2e:f5:86:c6,-37,,23,200,1,0,default
2025-01-12 21:15:28.332,"2012",cc:24:2e:f5:86:c6,-44,,23,206,1,0,default
2025-01-12 21:15:29.590,"2012",cc:24:2e:f5:86:c6,-44,,26,218,1,0,default
2025-01-12 21:15:30.885,"2012",cc:24:2e:f5:86:c6,-44,,63,196,1,0,default
2025-01-12 21:15:32.175,"2012",cc:24:2e:f5:86:c6,-47,,23,239,1,0,default
2025-01-12 21:15:33.459,"2012",cc:24:2e:f5:86:c6,-47,,27,213,1,0,default
2025-01-12 21:15:34.731,"2012",cc:24:2e:f5:86:c6,-50,,22,249,1,0,default
2025-01-12 21:15:36.022,"2012",cc:24:2e:f5:86:c6,-50,,24,215,1,0,default
2025-01-12 21:15:37.301,"2012",cc:24:2e:f5:86:c6,-50,,25,197,1,0,default
2025-01-12 21:15:38.552,"2012",cc:24:2e:f5:86:c6,-53,,28,225,1,0,default
2025-01-12 21:15:39.844,"2012",cc:24:2e:f5:86:c6,-53,,21,213,1,0,default
2025-01-12 21:15:41.100,"2012",cc:24:2e:f5:86:c6,-55,,23,219,1,0,default
2025-01-12 21:15:42.384,"2012",cc:24:2e:f5:86:c6,-55,,130,284,1,0,default
2025-01-12 21:15:43.827,"2012",cc:24:2e:f5:86:c6,-70,,49,241,1,0,default
2025-01-12 21:15:45.141,"2012",cc:24:2e:f5:86:c6,-70,,75,247,1,0,default
2025-01-12 21:15:46.506,"2012",cc:24:2e:f5:86:c6,-77,,256,336,1,0,default
