time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:38:38.963,"2012H",c2:2e:60:08:6c:02,-45,,15,185,1,0,default
2025-01-12 21:38:40.190,"2012H",c2:2e:60:08:6c:02,-45,,21,197,1,0,default
2025-01-12 21:38:41.453,"2012H",c2:2e:60:08:6c:02,-42,,19,220,1,0,default
2025-01-12 21:38:42.719,"2012H",c2:2e:60:08:6c:06,-42,,12,194,1,0,default
2025-01-12 21:38:43.970,"2012H",c2:2e:60:08:6c:06,-45,,22,191,1,0,default
2025-01-12 21:38:45.206,"2012H",c2:2e:60:08:6c:06,-45,,16,182,1,0,default
2025-01-12 21:38:46.428,"2012H",c2:2e:60:08:6c:06,-45,,20,196,1,0,default
2025-01-12 21:38:47.666,"2012H",c2:2e:60:08:6c:06,-44,,14,179,1,0,default
2025-01-12 21:38:48.913,"2012H",c2:2e:60:08:6c:06,-44,,20,197,1,0,default
2025-01-12 21:38:50.147,"2012H",c2:2e:60:08:6c:06,-43,,30,660,1,0,default
2025-01-12 21:38:51.863,"2012H",c2:2e:60:08:6c:06,-43,,29,662,1,0,default
2025-01-12 21:38:53.582,"2012H",c2:2e:60:08:6c:06,-43,,14,211,1,0,default
2025-01-12 21:38:54.845,"2012H",c2:2e:60:08:6c:06,-43,,12,188,1,0,default
2025-01-12 21:38:56.071,"2012H",c2:2e:60:08:6c:06,-43,,20,195,1,0,default
2025-01-12 21:38:57.320,"2012H",c2:2e:60:08:6c:06,-43,,14,190,1,0,default
2025-01-12 21:38:58.548,"2012H",c2:2e:60:08:6c:06,-43,,20,196,1,0,default
2025-01-12 21:38:59.791,"2012H",c2:2e:60:08:6c:06,-43,,20,195,1,0,default
2025-01-12 21:39:01.031,"2012H",c2:2e:60:08:6c:06,-43,,20,207,1,0,default
2025-01-12 21:39:02.313,"2012H",c2:2e:60:08:6c:06,-43,,13,198,1,0,default
2025-01-12 21:39:03.573,"2012H",c2:2e:60:08:6c:06,-43,,20,192,1,0,default
2025-01-12 21:39:04.830,"2012H",c2:2e:60:08:6c:06,-43,,20,189,1,0,default
2025-01-12 21:39:06.059,"2012H",c2:2e:60:08:6c:06,-43,,21,190,1,0,default
2025-01-12 21:39:07.319,"2012H",c2:2e:60:08:6c:06,-43,,13,193,1,0,default
2025-01-12 21:39:08.542,"2012H",c2:2e:60:08:6c:06,-42,,12,201,1,0,default
2025-01-12 21:39:09.775,"2012H",c2:2e:60:08:6c:06,-42,,22,177,1,0,default
2025-01-12 21:39:11.005,"2012H",c2:2e:60:08:6c:06,-43,,16,212,1,0,default
2025-01-12 21:39:12.268,"2012H",c2:2e:60:08:6c:06,-43,,20,193,1,0,default
2025-01-12 21:39:13.513,"2012H",c2:2e:60:08:6c:06,-43,,21,206,1,0,default
2025-01-12 21:39:14.781,"2012H",c2:2e:60:08:6c:06,-45,,21,195,1,0,default
2025-01-12 21:39:16.030,"2012H",c2:2e:60:08:6c:06,-45,,20,220,1,0,default
2025-01-12 21:39:17.298,"2012H",c2:2e:60:08:6c:06,-41,,13,210,1,0,default
2025-01-12 21:39:18.563,"2012H",c2:2e:60:08:6c:06,-41,,20,213,1,0,default
2025-01-12 21:39:19.823,"2012H",c2:2e:60:08:6c:06,-41,,21,191,1,0,default
2025-01-12 21:39:21.075,"2012H",c2:2e:60:08:6c:06,-30,,14,202,1,0,default
2025-01-12 21:39:22.324,"2012H",c2:2e:60:08:6c:06,-30,,20,218,1,0,default
2025-01-12 21:39:23.600,"2012H",c2:2e:60:08:6c:06,-36,,14,209,1,0,default
2025-01-12 21:39:24.868,"2012H",c2:2e:60:08:6c:06,-36,,22,206,1,0,default
2025-01-12 21:39:26.244,"2012H",c2:2e:60:08:6c:06,-41,,18,212,1,0,default
2025-01-12 21:39:27.493,"2012H",c2:2e:60:08:6c:06,-41,,21,202,1,0,default
2025-01-12 21:39:28.782,"2012H",c2:2e:60:08:6c:06,-41,,21,191,1,0,default
2025-01-12 21:39:30.019,"2012H",c2:2e:60:08:6c:06,-36,,22,217,1,0,default
2025-01-12 21:39:31.282,"2012H",c2:2e:60:08:6c:06,-36,,17,210,1,0,default
2025-01-12 21:39:32.544,"2012H",c2:2e:60:08:6c:06,-49,,123,196,1,0,default
2025-01-12 21:39:33.903,"2012H",c2:2e:60:08:6c:02,-58,,16,219,1,0,default
2025-01-12 21:39:35.168,"2012H",c2:2e:60:08:6c:02,-58,,18,256,1,0,default
2025-01-12 21:39:36.495,"2012H",c2:2e:60:08:6c:02,-55,,16,198,1,0,default
2025-01-12 21:39:37.751,"2012H",c2:2e:60:08:6c:02,-55,,139,209,1,0,default
2025-01-12 21:39:39.133,"2012H",c2:2e:60:08:6c:02,-69,,23,195,1,0,default
2025-01-12 21:39:40.388,"2012H",c2:2e:60:08:6c:02,-69,,13,196,1,0,Door1_1
2025-01-12 21:39:41.642,"2012H",c2:2e:60:08:6c:02,-69,,17,195,1,0,default
2025-01-12 21:39:42.877,"2012H",c2:2e:60:08:6c:02,-69,,23,253,1,0,default
2025-01-12 21:39:44.174,"2012H",c2:2e:60:08:6c:02,-69,,27,237,1,0,default
2025-01-12 21:39:45.471,"2012H",c2:2e:60:08:6c:02,-73,,14,210,1,0,default
2025-01-12 21:39:46.730,"2012H",c2:2e:60:08:6c:02,-73,,25,189,1,0,default
2025-01-12 21:39:47.964,"2012H",c2:2e:60:08:6c:02,-73,,20,199,1,0,default
2025-01-12 21:39:49.232,"2012H",c2:2e:60:08:6c:02,-66,,13,184,1,0,default
2025-01-12 21:39:50.448,"2012H",c2:2e:60:08:6c:02,-66,,21,190,1,0,default
2025-01-12 21:39:51.685,"2012H",c2:2e:60:08:6c:02,-68,,14,198,1,0,default
2025-01-12 21:39:52.928,"2012H",c2:2e:60:08:6c:02,-68,,23,183,1,0,default
2025-01-12 21:39:54.164,"2012H",c2:2e:60:08:6c:02,-68,,24,192,1,0,default
2025-01-12 21:39:55.460,"2012H",c2:2e:60:08:6c:02,-68,,20,207,1,0,default
2025-01-12 21:39:56.712,"2012H",c2:2e:60:08:6c:02,-68,,15,206,1,0,default
2025-01-12 21:39:57.966,"2012H",c2:2e:60:08:6c:02,-67,,19,217,1,0,default
2025-01-12 21:39:59.234,"2012H",c2:2e:60:08:6c:02,-67,,15,209,1,0,default
2025-01-12 21:40:00.491,"2012H",c2:2e:60:08:6c:02,-62,,24,200,1,0,Door1_2
2025-01-12 21:40:01.767,"2012H",c2:2e:60:08:6c:02,-62,,14,241,1,0,default
2025-01-12 21:40:03.048,"2012H",c2:2e:60:08:6c:02,-62,,21,220,1,0,default
2025-01-12 21:40:04.311,"2012H",c2:2e:60:08:6c:02,-55,,25,180,1,0,default
