time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:12:20.759,"2012",cc:24:2e:f5:86:c6,-36,,739,680,1,0,default
2025-01-12 21:12:23.217,"2012",cc:24:2e:f5:86:c6,-36,,276,511,1,0,default
2025-01-12 21:12:25.029,"2012",cc:24:2e:f5:86:c6,-36,,17,186,1,0,default
2025-01-12 21:12:26.259,"2012",cc:24:2e:f5:86:c6,-36,,15,214,1,0,default
2025-01-12 21:12:27.526,"2012",cc:24:2e:f5:86:c6,-36,,21,187,1,0,default
2025-01-12 21:12:28.767,"2012",cc:24:2e:f5:86:c6,-35,,25,188,1,0,default
2025-01-12 21:12:30.009,"2012",cc:24:2e:f5:86:c6,-35,,24,202,1,0,default
2025-01-12 21:12:31.273,"2012",cc:24:2e:f5:86:c6,-36,,27,198,1,0,default
2025-01-12 21:12:32.525,"2012",cc:24:2e:f5:86:c6,-36,,24,217,1,0,default
2025-01-12 21:12:33.795,"2012",cc:24:2e:f5:86:c6,-35,,26,186,1,0,default
2025-01-12 21:12:35.041,"2012",cc:24:2e:f5:86:c6,-35,,23,190,1,0,default
2025-01-12 21:12:36.294,"2012",cc:24:2e:f5:86:c6,-35,,23,210,1,0,default
2025-01-12 21:12:37.563,"2012",cc:24:2e:f5:86:c6,-35,,25,204,1,0,default
2025-01-12 21:12:38.827,"2012",cc:24:2e:f5:86:c6,-35,,25,198,1,0,default
2025-01-12 21:12:40.097,"2012",cc:24:2e:f5:86:c6,-36,,21,399,1,0,default
2025-01-12 21:12:41.570,"2012",cc:24:2e:f5:86:c6,-36,,28,217,1,0,default
2025-01-12 21:12:42.852,"2012",cc:24:2e:f5:86:c6,-38,,15,207,1,0,default
2025-01-12 21:12:44.100,"2012",cc:24:2e:f5:86:c6,-38,,24,206,1,0,default
2025-01-12 21:12:45.366,"2012",cc:24:2e:f5:86:c6,-38,,27,210,1,0,default
2025-01-12 21:12:46.631,"2012",cc:24:2e:f5:86:c6,-39,,24,208,1,0,default
2025-01-12 21:12:47.894,"2012",cc:24:2e:f5:86:c6,-39,,25,206,1,0,default
2025-01-12 21:12:49.159,"2012",cc:24:2e:f5:86:c6,-39,,20,196,1,0,default
2025-01-12 21:12:50.403,"2012",cc:24:2e:f5:86:c6,-39,,27,186,1,0,default
2025-01-12 21:12:51.668,"2012",cc:24:2e:f5:86:c6,-39,,25,187,1,0,default
2025-01-12 21:12:52.908,"2012",cc:24:2e:f5:86:c6,-38,,24,201,1,0,default
2025-01-12 21:12:54.159,"2012",cc:24:2e:f5:86:c6,-38,,32,198,1,0,default
2025-01-12 21:12:55.416,"2012",cc:24:2e:f5:86:c6,-34,,23,196,1,0,default
2025-01-12 21:12:56.669,"2012",cc:24:2e:f5:86:c6,-34,,27,200,1,0,default
2025-01-12 21:12:57.927,"2012",cc:24:2e:f5:86:c6,-38,,29,206,1,0,default
2025-01-12 21:12:59.193,"2012",cc:24:2e:f5:86:c6,-38,,25,197,1,0,default
2025-01-12 21:13:00.455,"2012",cc:24:2e:f5:86:c6,-38,,26,228,1,0,default
2025-01-12 21:13:01.738,"2012",cc:24:2e:f5:86:c6,-44,,23,198,1,0,default
2025-01-12 21:13:02.991,"2012",cc:24:2e:f5:86:c6,-44,,25,183,1,0,default
2025-01-12 21:13:04.238,"2012",cc:24:2e:f5:86:c6,-47,,26,210,1,0,default
2025-01-12 21:13:05.517,"2012",cc:24:2e:f5:86:c6,-47,,19,196,1,0,default
2025-01-12 21:13:06.766,"2012",cc:24:2e:f5:86:c6,-47,,26,200,1,0,default
2025-01-12 21:13:08.029,"2012",cc:24:2e:f5:86:c6,-53,,28,216,1,0,default
2025-01-12 21:13:09.316,"2012",cc:24:2e:f5:86:c6,-53,,19,197,1,0,default
2025-01-12 21:13:10.563,"2012",cc:24:2e:f5:86:c6,-54,,40,216,1,0,default
2025-01-12 21:13:11.852,"2012",cc:24:2e:f5:86:c6,-54,,54,224,1,0,default
2025-01-12 21:13:13.154,"2012",cc:24:2e:f5:86:c6,-75,,35,221,1,0,default
2025-01-12 21:13:14.731,"2012",cc:24:2e:f5:86:c6,-75,,32,227,1,0,default
2025-01-12 21:13:16.121,"2012",cc:24:2e:f5:86:c6,-81,,25,372,1,0,default
2025-01-12 21:13:17.663,"2012",cc:24:2e:f5:86:c6,-81,,25,265,1,0,Door2_1
2025-01-12 21:13:19.041,"2012",cc:24:2e:f5:86:c6,-82,,99,600,1,0,default
2025-01-12 21:13:21.547,"2012",cc:24:2e:f5:86:c6,-83,,1288,601,1,0,default
2025-01-12 21:13:24.873,"2012",cc:24:2e:f5:86:c6,-82,,4675,219,1,0,default
2025-01-12 21:13:30.902,"2012",cc:24:2e:f5:86:c6,-83,,35,296,1,0,default
2025-01-12 21:13:32.392,"2012",cc:24:2e:f5:86:c6,-83,,47,215,1,0,default
2025-01-12 21:13:33.692,"2012",cc:24:2e:f5:86:c6,-83,,17,201,1,0,default
2025-01-12 21:13:34.957,"2012",cc:24:2e:f5:86:c6,-79,,87,503,1,0,default
2025-01-12 21:13:36.606,"2012",cc:24:2e:f5:86:c6,-79,,24,218,1,0,default
2025-01-12 21:13:37.896,"2012",cc:24:2e:f5:86:c6,-78,,25,198,1,0,default
2025-01-12 21:13:39.152,"2012",cc:24:2e:f5:86:c6,-78,,17,182,1,0,default
2025-01-12 21:13:40.383,"2012",cc:24:2e:f5:86:c6,-74,,28,194,1,0,Door2_2
2025-01-12 21:13:41.661,"2012",cc:24:2e:f5:86:c6,-74,,28,215,1,0,default
2025-01-12 21:13:42.932,"2012",cc:24:2e:f5:86:c6,-74,,16,184,1,0,default
2025-01-12 21:13:44.165,"2012",cc:24:2e:f5:86:c6,-69,,29,200,1,0,default
2025-01-12 21:13:45.423,"2012",cc:24:2e:f5:86:c6,-69,,28,209,1,0,default
2025-01-12 21:13:46.690,"2012",cc:24:2e:f5:86:c6,-70,,29,193,1,0,default
2025-01-12 21:13:47.975,"2012",cc:24:2e:f5:86:c6,-70,,27,198,1,0,default
2025-01-12 21:13:49.246,"2012",cc:24:2e:f5:86:c6,-53,,21,212,1,0,default
2025-01-12 21:13:50.505,"2012",cc:24:2e:f5:86:c6,-53,,28,197,1,0,default
2025-01-12 21:13:51.769,"2012",cc:24:2e:f5:86:c6,-53,,30,182,1,0,default
2025-01-12 21:13:53.017,"2012",cc:24:2e:f5:86:c6,-53,,30,182,1,0,default
2025-01-12 21:13:54.261,"2012",cc:24:2e:f5:86:c6,-53,,27,187,1,0,default
2025-01-12 21:13:55.529,"2012",cc:24:2e:f5:86:c6,-51,,27,194,1,0,default
2025-01-12 21:13:56.774,"2012",cc:24:2e:f5:86:c6,-51,,29,199,1,0,default
2025-01-12 21:13:58.042,"2012",cc:24:2e:f5:86:c6,-51,,27,196,1,0,default
2025-01-12 21:13:59.291,"2012",cc:24:2e:f5:86:c6,-51,,29,240,1,0,default
2025-01-12 21:14:00.589,"2012",cc:24:2e:f5:86:c6,-51,,22,211,1,0,default
2025-01-12 21:14:01.863,"2012",cc:24:2e:f5:86:c6,-43,,25,209,1,0,default
2025-01-12 21:14:03.116,"2012",cc:24:2e:f5:86:c6,-43,,17,198,1,0,default
2025-01-12 21:14:04.355,"2012",cc:24:2e:f5:86:c6,-38,,16,212,1,0,default
2025-01-12 21:14:05.610,"2012",cc:24:2e:f5:86:c6,-38,,23,215,1,0,default
2025-01-12 21:14:06.874,"2012",cc:24:2e:f5:86:c6,-38,,23,211,1,0,default
2025-01-12 21:14:08.129,"2012",cc:24:2e:f5:86:c6,-38,,24,199,1,0,default
2025-01-12 21:14:09.374,"2012",cc:24:2e:f5:86:c6,-38,,24,194,1,0,default
2025-01-12 21:14:10.686,"2012",cc:24:2e:f5:86:c6,-37,,25,202,1,0,default
2025-01-12 21:14:12.225,"2012",cc:24:2e:f5:86:c6,-37,,23,193,1,0,default
2025-01-12 21:14:13.464,"2012",cc:24:2e:f5:86:c6,-39,,26,197,1,0,default
2025-01-12 21:14:14.729,"2012",cc:24:2e:f5:86:c6,-39,,24,231,1,0,default
2025-01-12 21:14:16.012,"2012",cc:24:2e:f5:86:c6,-39,,24,212,1,0,default
2025-01-12 21:14:17.273,"2012",cc:24:2e:f5:86:c6,-39,,23,214,1,0,default
2025-01-12 21:14:18.560,"2012",cc:24:2e:f5:86:c6,-39,,24,193,1,0,default
2025-01-12 21:14:19.814,"2012",cc:24:2e:f5:86:c6,-39,,24,201,1,0,default
