time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:33:59.809,"2012H",c2:2e:60:08:6c:06,-44,,23,202,1,0,default
2025-01-12 21:34:01.077,"2012H",c2:2e:60:08:6c:06,-41,,14,182,1,0,default
2025-01-12 21:34:02.319,"2012H",c2:2e:60:08:6c:06,-41,,14,188,1,0,default
2025-01-12 21:34:03.551,"2012H",c2:2e:60:08:6c:06,-41,,21,193,1,0,default
2025-01-12 21:34:04.809,"2012H",c2:2e:60:08:6c:06,-40,,19,192,1,0,default
2025-01-12 21:34:06.062,"2012H",c2:2e:60:08:6c:06,-40,,22,215,1,0,default
2025-01-12 21:34:07.355,"2012H",c2:2e:60:08:6c:06,-40,,14,197,1,0,default
2025-01-12 21:34:08.592,"2012H",c2:2e:60:08:6c:06,-40,,14,207,1,0,default
2025-01-12 21:34:09.835,"2012H",c2:2e:60:08:6c:06,-40,,21,195,1,0,default
2025-01-12 21:34:11.091,"2012H",c2:2e:60:08:6c:06,-40,,14,185,1,0,default
2025-01-12 21:34:12.313,"2012H",c2:2e:60:08:6c:06,-40,,21,192,1,0,default
2025-01-12 21:34:13.568,"2012H",c2:2e:60:08:6c:06,-39,,20,177,1,0,default
2025-01-12 21:34:14.807,"2012H",c2:2e:60:08:6c:06,-39,,21,214,1,0,default
2025-01-12 21:34:16.066,"2012H",c2:2e:60:08:6c:06,-38,,21,182,1,0,default
2025-01-12 21:34:17.307,"2012H",c2:2e:60:08:6c:06,-38,,15,177,1,0,default
2025-01-12 21:34:18.530,"2012H",c2:2e:60:08:6c:06,-38,,13,177,1,0,default
2025-01-12 21:34:19.762,"2012H",c2:2e:60:08:6c:06,-40,,20,178,1,0,default
2025-01-12 21:34:20.993,"2012H",c2:2e:60:08:6c:06,-40,,24,180,1,0,default
2025-01-12 21:34:22.228,"2012H",c2:2e:60:08:6c:06,-40,,14,207,1,0,default
2025-01-12 21:34:23.509,"2012H",c2:2e:60:08:6c:06,-40,,14,208,1,0,default
2025-01-12 21:34:24.754,"2012H",c2:2e:60:08:6c:06,-40,,21,194,1,0,default
2025-01-12 21:34:26.010,"2012H",c2:2e:60:08:6c:06,-39,,21,196,1,0,default
2025-01-12 21:34:27.257,"2012H",c2:2e:60:08:6c:06,-39,,17,196,1,0,default
2025-01-12 21:34:28.516,"2012H",c2:2e:60:08:6c:06,-38,,13,210,1,0,default
2025-01-12 21:34:29.782,"2012H",c2:2e:60:08:6c:06,-38,,20,210,1,0,default
2025-01-12 21:34:31.087,"2012H",c2:2e:60:08:6c:06,-40,,14,204,1,0,default
2025-01-12 21:34:32.328,"2012H",c2:2e:60:08:6c:06,-40,,13,191,1,0,default
2025-01-12 21:34:33.675,"2012H",c2:2e:60:08:6c:06,-43,,20,213,1,0,default
2025-01-12 21:34:35.173,"2012H",c2:2e:60:08:6c:06,-43,,14,195,1,0,default
2025-01-12 21:34:36.417,"2012H",c2:2e:60:08:6c:06,-43,,19,180,1,0,default
2025-01-12 21:34:37.654,"2012H",c2:2e:60:08:6c:06,-41,,20,198,1,0,default
2025-01-12 21:34:38.900,"2012H",c2:2e:60:08:6c:06,-41,,11,209,1,0,default
2025-01-12 21:34:40.157,"2012H",c2:2e:60:08:6c:06,-29,,21,210,1,0,default
2025-01-12 21:34:41.412,"2012H",c2:2e:60:08:6c:06,-29,,294,405,1,0,default
2025-01-12 21:34:43.151,"2012H",c2:2e:60:08:6c:06,-31,,13,208,1,0,default
2025-01-12 21:34:44.401,"2012H",c2:2e:60:08:6c:06,-31,,21,189,1,0,default
2025-01-12 21:34:45.638,"2012H",c2:2e:60:08:6c:06,-31,,20,203,1,0,default
2025-01-12 21:34:46.884,"2012H",c2:2e:60:08:6c:06,-39,,20,184,1,0,default
2025-01-12 21:34:48.124,"2012H",c2:2e:60:08:6c:06,-39,,15,205,1,0,default
2025-01-12 21:34:49.369,"2012H",c2:2e:60:08:6c:06,-38,,31,660,1,0,default
2025-01-12 21:34:51.084,"2012H",c2:2e:60:08:6c:06,-38,,304,404,1,0,default
2025-01-12 21:34:52.820,"2012H",c2:2e:60:08:6c:06,-37,,31,221,1,0,default
2025-01-12 21:34:54.096,"2012H",c2:2e:60:08:6c:06,-37,,65,214,1,0,default
2025-01-12 21:34:55.398,"2012H",c2:2e:60:08:6c:06,-56,,16,196,1,0,default
2025-01-12 21:34:56.638,"2012H",c2:2e:60:08:6c:06,-56,,12,200,1,0,default
2025-01-12 21:34:57.877,"2012H",c2:2e:60:08:6c:06,-56,,26,209,1,0,default
2025-01-12 21:34:59.159,"2012H",c2:2e:60:08:6c:06,-71,,12,697,1,0,default
2025-01-12 21:35:00.968,"2012H",c2:2e:60:08:6c:02,-71,,22,215,1,0,Door1_1
2025-01-12 21:35:02.264,"2012H",c2:2e:60:08:6c:02,-73,,24,234,1,0,default
2025-01-12 21:35:03.571,"2012H",c2:2e:60:08:6c:02,-73,,16,198,1,0,default
2025-01-12 21:35:04.822,"2012H",c2:2e:60:08:6c:02,-73,,21,204,1,0,default
2025-01-12 21:35:06.110,"2012H",c2:2e:60:08:6c:02,-75,,28,244,1,0,default
2025-01-12 21:35:07.431,"2012H",c2:2e:60:08:6c:02,-75,,14,233,1,0,default
2025-01-12 21:35:08.704,"2012H",c2:2e:60:08:6c:02,-66,,14,203,1,0,default
2025-01-12 21:35:09.952,"2012H",c2:2e:60:08:6c:02,-66,,21,229,1,0,default
2025-01-12 21:35:11.235,"2012H",c2:2e:60:08:6c:02,-71,,23,233,1,0,default
2025-01-12 21:35:12.515,"2012H",c2:2e:60:08:6c:02,-71,,21,195,1,0,default
2025-01-12 21:35:13.768,"2012H",c2:2e:60:08:6c:02,-71,,24,191,1,0,default
2025-01-12 21:35:15.023,"2012H",c2:2e:60:08:6c:02,-69,,21,206,1,0,default
