time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 00:16:02.184,"2012H",c2:2e:60:08:6c:06,-44,,17,192,1,0,default
2025-01-13 00:16:03.438,"2012H",c2:2e:60:08:6c:06,-42,,283,420,1,0,default
2025-01-13 00:16:05.166,"2012H",c2:2e:60:08:6c:06,-42,,13,190,1,0,default
2025-01-13 00:16:06.410,"2012H",c2:2e:60:08:6c:06,-42,,22,192,1,0,default
2025-01-13 00:16:07.667,"2012H",c2:2e:60:08:6c:06,-41,,21,193,1,0,default
2025-01-13 00:16:08.916,"2012H",c2:2e:60:08:6c:06,-41,,15,191,1,0,default
2025-01-13 00:16:10.161,"2012H",c2:2e:60:08:6c:06,-41,,18,177,1,0,default
2025-01-13 00:16:11.428,"2012H",c2:2e:60:08:6c:06,-41,,21,192,1,0,default
2025-01-13 00:16:12.688,"2012H",c2:2e:60:08:6c:06,-43,,21,197,1,0,default
2025-01-13 00:16:13.947,"2012H",c2:2e:60:08:6c:06,-43,,23,178,1,0,default
2025-01-13 00:16:15.188,"2012H",c2:2e:60:08:6c:06,-43,,13,196,1,0,default
2025-01-13 00:16:16.434,"2012H",c2:2e:60:08:6c:06,-44,,21,191,1,0,default
2025-01-13 00:16:17.690,"2012H",c2:2e:60:08:6c:06,-44,,23,348,1,0,default
2025-01-13 00:16:19.141,"2012H",c2:2e:60:08:6c:06,-43,,14,194,1,0,default
2025-01-13 00:16:20.390,"2012H",c2:2e:60:08:6c:06,-43,,22,192,1,0,default
2025-01-13 00:16:21.651,"2012H",c2:2e:60:08:6c:06,-43,,23,207,1,0,default
2025-01-13 00:16:22.933,"2012H",c2:2e:60:08:6c:06,-43,,21,177,1,0,default
2025-01-13 00:16:24.175,"2012H",c2:2e:60:08:6c:06,-43,,21,180,1,0,default
2025-01-13 00:16:25.417,"2012H",c2:2e:60:08:6c:06,-43,,22,180,1,0,default
