time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 07:46:31.903,"2012H",c2:2e:60:08:6c:06,-45,,382,1037,1,0,default
2025-01-13 07:46:34.411,"2012H",c2:2e:60:08:6c:06,-45,,298,412,1,0,default
2025-01-13 07:46:36.174,"2012H",c2:2e:60:08:6c:06,-46,,22,200,1,0,default
2025-01-13 07:46:37.449,"2012H",c2:2e:60:08:6c:06,-46,,14,210,1,0,default
2025-01-13 07:46:38.723,"2012H",c2:2e:60:08:6c:06,-46,,16,210,1,0,default
2025-01-13 07:46:40.028,"2012H",c2:2e:60:08:6c:06,-46,,21,177,1,0,default
2025-01-13 07:46:41.273,"2012H",c2:2e:60:08:6c:06,-46,,24,195,1,0,default
2025-01-13 07:46:42.543,"2012H",c2:2e:60:08:6c:06,-45,,21,200,1,0,default
2025-01-13 07:46:43.810,"2012H",c2:2e:60:08:6c:06,-45,,23,194,1,0,default
2025-01-13 07:46:45.075,"2012H",c2:2e:60:08:6c:06,-42,,15,191,1,0,default
2025-01-13 07:46:46.335,"2012H",c2:2e:60:08:6c:06,-42,,20,183,1,0,default
2025-01-13 07:46:47.591,"2012H",c2:2e:60:08:6c:06,-42,,21,195,1,0,default
2025-01-13 07:46:48.847,"2012H",c2:2e:60:08:6c:06,-41,,22,180,1,0,default
2025-01-13 07:46:50.103,"2012H",c2:2e:60:08:6c:06,-41,,14,193,1,0,default
2025-01-13 07:46:51.348,"2012H",c2:2e:60:08:6c:06,-41,,20,198,1,0,default
2025-01-13 07:46:52.618,"2012H",c2:2e:60:08:6c:06,-41,,20,191,1,0,default
2025-01-13 07:46:53.873,"2012H",c2:2e:60:08:6c:06,-41,,21,194,1,0,default
2025-01-13 07:46:55.127,"2012H",c2:2e:60:08:6c:06,-42,,23,211,1,0,default
2025-01-13 07:46:56.459,"2012H",c2:2e:60:08:6c:06,-42,,20,211,1,0,default
2025-01-13 07:46:57.743,"2012H",c2:2e:60:08:6c:06,-42,,21,192,1,0,default
2025-01-13 07:46:59.001,"2012H",c2:2e:60:08:6c:06,-42,,21,196,1,0,default
2025-01-13 07:47:00.262,"2012H",c2:2e:60:08:6c:06,-42,,21,192,1,0,default
2025-01-13 07:47:01.518,"2012H",c2:2e:60:08:6c:06,-42,,19,202,1,0,default
2025-01-13 07:47:02.801,"2012H",c2:2e:60:08:6c:06,-42,,20,197,1,0,default
2025-01-13 07:47:04.069,"2012H",c2:2e:60:08:6c:06,-43,,22,194,1,0,default
2025-01-13 07:47:05.334,"2012H",c2:2e:60:08:6c:06,-43,,22,194,1,0,default
2025-01-13 07:47:06.614,"2012H",c2:2e:60:08:6c:06,-43,,23,192,1,0,default
2025-01-13 07:47:07.866,"2012H",c2:2e:60:08:6c:06,-43,,20,183,1,0,default
2025-01-13 07:47:09.127,"2012H",c2:2e:60:08:6c:06,-34,,20,206,1,0,default
2025-01-13 07:47:10.391,"2012H",c2:2e:60:08:6c:06,-34,,21,199,1,0,default
2025-01-13 07:47:11.654,"2012H",c2:2e:60:08:6c:06,-34,,20,198,1,0,default
2025-01-13 07:47:12.920,"2012H",c2:2e:60:08:6c:06,-32,,21,199,1,0,default
2025-01-13 07:47:14.191,"2012H",c2:2e:60:08:6c:06,-32,,30,221,1,0,default
2025-01-13 07:47:15.490,"2012H",c2:2e:60:08:6c:06,-37,,14,202,1,0,default
2025-01-13 07:47:16.754,"2012H",c2:2e:60:08:6c:06,-37,,81,494,1,0,default
2025-01-13 07:47:18.371,"2012H",c2:2e:60:08:6c:06,-36,,22,195,1,0,default
2025-01-13 07:47:19.629,"2012H",c2:2e:60:08:6c:06,-36,,20,198,1,0,default
2025-01-13 07:47:20.906,"2012H",c2:2e:60:08:6c:06,-36,,21,209,1,0,default
2025-01-13 07:47:22.183,"2012H",c2:2e:60:08:6c:06,-36,,37,404,1,0,default
