time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:19:20.325,"2012",cc:24:2e:f5:86:c6,-36,,24,213,1,0,default
2025-01-12 21:19:21.584,"2012",cc:24:2e:f5:86:c6,-36,,24,213,1,0,default
2025-01-12 21:19:22.875,"2012",cc:24:2e:f5:86:c6,-36,,20,221,1,0,default
2025-01-12 21:19:24.141,"2012",cc:24:2e:f5:86:c6,-34,,17,198,1,0,default
2025-01-12 21:19:25.381,"2012",cc:24:2e:f5:86:c6,-34,,24,306,1,0,default
2025-01-12 21:19:26.741,"2012",cc:24:2e:f5:86:c6,-32,,24,220,1,0,default
2025-01-12 21:19:28.026,"2012",cc:24:2e:f5:86:c6,-32,,18,206,1,0,default
2025-01-12 21:19:29.288,"2012",cc:24:2e:f5:86:c6,-33,,25,198,1,0,default
2025-01-12 21:19:30.555,"2012",cc:24:2e:f5:86:c6,-33,,19,204,1,0,default
2025-01-12 21:19:31.804,"2012",cc:24:2e:f5:86:c6,-33,,24,210,1,0,default
2025-01-12 21:19:33.061,"2012",cc:24:2e:f5:86:c6,-32,,23,211,1,0,default
2025-01-12 21:19:34.326,"2012",cc:24:2e:f5:86:c6,-32,,22,192,1,0,default
2025-01-12 21:19:35.582,"2012",cc:24:2e:f5:86:c6,-32,,19,214,1,0,default
2025-01-12 21:19:36.836,"2012",cc:24:2e:f5:86:c6,-32,,24,208,1,0,default
2025-01-12 21:19:38.092,"2012",cc:24:2e:f5:86:c6,-32,,16,187,1,0,default
2025-01-12 21:19:39.396,"2012",cc:24:2e:f5:86:c6,-32,,23,195,1,0,default
2025-01-12 21:19:40.647,"2012",cc:24:2e:f5:86:c6,-32,,22,200,1,0,default
2025-01-12 21:19:41.893,"2012",cc:24:2e:f5:86:c6,-31,,24,198,1,0,default
2025-01-12 21:19:43.154,"2012",cc:24:2e:f5:86:c6,-31,,16,213,1,0,default
2025-01-12 21:19:44.412,"2012",cc:24:2e:f5:86:c6,-33,,23,204,1,0,default
2025-01-12 21:19:45.693,"2012",cc:24:2e:f5:86:c6,-33,,24,183,1,0,default
2025-01-12 21:19:46.932,"2012",cc:24:2e:f5:86:c6,-33,,16,193,1,0,default
2025-01-12 21:19:48.171,"2012",cc:24:2e:f5:86:c6,-33,,26,195,1,0,default
2025-01-12 21:19:49.435,"2012",cc:24:2e:f5:86:c6,-33,,78,181,1,0,default
2025-01-12 21:19:50.718,"2012",cc:24:2e:f5:86:c6,-33,,23,191,1,0,default
2025-01-12 21:19:51.959,"2012",cc:24:2e:f5:86:c6,-33,,25,200,1,0,default
2025-01-12 21:19:53.217,"2012",cc:24:2e:f5:86:c6,-40,,16,216,1,0,default
2025-01-12 21:19:54.478,"2012",cc:24:2e:f5:86:c6,-40,,15,214,1,0,default
2025-01-12 21:19:55.739,"2012",cc:24:2e:f5:86:c6,-40,,26,193,1,0,default
2025-01-12 21:19:56.986,"2012",cc:24:2e:f5:86:c6,-41,,24,184,1,0,default
2025-01-12 21:19:58.215,"2012",cc:24:2e:f5:86:c6,-41,,23,210,1,0,default
2025-01-12 21:19:59.469,"2012",cc:24:2e:f5:86:c6,-37,,23,205,1,0,default
2025-01-12 21:20:00.726,"2012",cc:24:2e:f5:86:c6,-37,,27,210,1,0,default
2025-01-12 21:20:01.985,"2012",cc:24:2e:f5:86:c6,-41,,38,225,1,0,default
2025-01-12 21:20:03.292,"2012",cc:24:2e:f5:86:c6,-41,,26,203,1,0,default
2025-01-12 21:20:04.543,"2012",cc:24:2e:f5:86:c6,-41,,24,217,1,0,default
2025-01-12 21:20:05.820,"2012",cc:24:2e:f5:86:c6,-46,,23,260,1,0,default
2025-01-12 21:20:07.147,"2012",cc:24:2e:f5:86:c6,-46,,17,202,1,0,default
2025-01-12 21:20:08.389,"2012",cc:24:2e:f5:86:c6,-48,,23,183,1,0,default
2025-01-12 21:20:09.654,"2012",cc:24:2e:f5:86:c6,-48,,23,190,1,0,default
2025-01-12 21:20:10.892,"2012",cc:24:2e:f5:86:c6,-48,,46,185,1,0,default
2025-01-12 21:20:12.167,"2012",cc:24:2e:f5:86:c6,-53,,23,180,1,0,default
2025-01-12 21:20:13.401,"2012",cc:24:2e:f5:86:c6,-53,,25,199,1,0,default
2025-01-12 21:20:14.648,"2012",cc:24:2e:f5:86:c6,-54,,23,185,1,0,default
2025-01-12 21:20:15.882,"2012",cc:24:2e:f5:86:c6,-54,,84,217,1,0,default
2025-01-12 21:20:17.214,"2012",cc:24:2e:f5:86:c6,-70,,22,745,1,0,default
2025-01-12 21:20:19.008,"2012",cc:24:2e:f5:86:c6,-70,,30,211,1,0,default
2025-01-12 21:20:20.292,"2012",cc:24:2e:f5:86:c6,-76,,16,206,1,0,default
2025-01-12 21:20:21.582,"2012",cc:24:2e:f5:86:c6,-76,,29,303,1,0,Door2_1
2025-01-12 21:20:23.068,"2012",cc:24:2e:f5:86:c6,-83,,319,,1,0,default
2025-01-12 21:20:29.420,"2012",cc:24:2e:f5:86:c6,-81,,3709,437,1,0,default
2025-01-12 21:20:34.673,"2012",cc:24:2e:f5:86:c6,-81,,33,202,1,0,default
2025-01-12 21:20:35.949,"2012",cc:24:2e:f5:86:c6,-76,,23,201,1,0,default
2025-01-12 21:20:37.204,"2012",cc:24:2e:f5:86:c6,-76,,22,226,1,0,default
2025-01-12 21:20:38.479,"2012",cc:24:2e:f5:86:c6,-75,,28,183,1,0,default
2025-01-12 21:20:39.710,"2012",cc:24:2e:f5:86:c6,-75,,31,211,1,0,Door2_2
2025-01-12 21:20:40.989,"2012",cc:24:2e:f5:86:c6,-75,,23,188,1,0,default
2025-01-12 21:20:42.223,"2012",cc:24:2e:f5:86:c6,-74,,24,201,1,0,default
2025-01-12 21:20:43.471,"2012",cc:24:2e:f5:86:c6,-74,,24,202,1,0,default
2025-01-12 21:20:44.728,"2012",cc:24:2e:f5:86:c6,-72,,28,219,1,0,default
2025-01-12 21:20:46.023,"2012",cc:24:2e:f5:86:c6,-72,,23,203,1,0,default
2025-01-12 21:20:47.276,"2012",cc:24:2e:f5:86:c6,-58,,289,504,1,0,default
2025-01-12 21:20:49.108,"2012",cc:24:2e:f5:86:c6,-58,,23,202,1,0,default
