time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 23:53:55.907,"2012H",c2:2e:60:08:6c:06,-43,,686,1072,1,0,default
2025-01-12 23:53:58.790,"2012H",c2:2e:60:08:6c:06,-43,,278,411,1,0,default
2025-01-12 23:54:00.523,"2012H",c2:2e:60:08:6c:06,-44,,22,194,1,0,default
2025-01-12 23:54:01.794,"2012H",c2:2e:60:08:6c:06,-44,,22,225,1,0,default
2025-01-12 23:54:03.083,"2012H",c2:2e:60:08:6c:06,-44,,21,198,1,0,default
2025-01-12 23:54:04.352,"2012H",c2:2e:60:08:6c:06,-47,,21,193,1,0,default
2025-01-12 23:54:05.632,"2012H",c2:2e:60:08:6c:06,-47,,22,182,1,0,default
2025-01-12 23:54:06.881,"2012H",c2:2e:60:08:6c:06,-45,,13,189,1,0,default
2025-01-12 23:54:08.151,"2012H",c2:2e:60:08:6c:06,-45,,11,210,1,0,default
2025-01-12 23:54:09.429,"2012H",c2:2e:60:08:6c:06,-46,,23,219,1,0,default
2025-01-12 23:54:10.713,"2012H",c2:2e:60:08:6c:06,-46,,23,181,1,0,default
2025-01-12 23:54:11.966,"2012H",c2:2e:60:08:6c:06,-46,,24,178,1,0,default
2025-01-12 23:54:13.207,"2012H",c2:2e:60:08:6c:06,-45,,23,195,1,0,default
2025-01-12 23:54:14.484,"2012H",c2:2e:60:08:6c:06,-45,,21,179,1,0,default
2025-01-12 23:54:15.752,"2012H",c2:2e:60:08:6c:06,-44,,21,196,1,0,default
2025-01-12 23:54:17.011,"2012H",c2:2e:60:08:6c:06,-44,,21,195,1,0,default
2025-01-12 23:54:18.295,"2012H",c2:2e:60:08:6c:06,-44,,22,181,1,0,default
2025-01-12 23:54:19.547,"2012H",c2:2e:60:08:6c:06,-46,,18,181,1,0,default
2025-01-12 23:54:20.800,"2012H",c2:2e:60:08:6c:06,-46,,11,205,1,0,default
2025-01-12 23:54:22.078,"2012H",c2:2e:60:08:6c:06,-47,,20,219,1,0,default
2025-01-12 23:54:23.372,"2012H",c2:2e:60:08:6c:06,-47,,23,212,1,0,default
2025-01-12 23:54:24.666,"2012H",c2:2e:60:08:6c:06,-45,,22,203,1,0,default
2025-01-12 23:54:25.957,"2012H",c2:2e:60:08:6c:06,-45,,21,206,1,0,default
2025-01-12 23:54:27.254,"2012H",c2:2e:60:08:6c:06,-45,,26,205,1,0,default
2025-01-12 23:54:28.542,"2012H",c2:2e:60:08:6c:06,-47,,24,192,1,0,default
2025-01-12 23:54:29.803,"2012H",c2:2e:60:08:6c:06,-47,,21,198,1,0,default
2025-01-12 23:54:31.074,"2012H",c2:2e:60:08:6c:06,-43,,21,220,1,0,default
2025-01-12 23:54:32.364,"2012H",c2:2e:60:08:6c:06,-43,,21,178,1,0,default
2025-01-12 23:54:33.600,"2012H",c2:2e:60:08:6c:06,-42,,21,198,1,0,default
