time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:21:41.373,"2012",cc:24:2e:f5:86:c6,-36,,24,212,1,0,default
2025-01-12 21:21:42.631,"2012",cc:24:2e:f5:86:c6,-36,,25,200,1,0,default
2025-01-12 21:21:43.876,"2012",cc:24:2e:f5:86:c6,-36,,24,197,1,0,default
2025-01-12 21:21:45.118,"2012",cc:24:2e:f5:86:c6,-36,,16,186,1,0,default
2025-01-12 21:21:46.345,"2012",cc:24:2e:f5:86:c6,-36,,20,208,1,0,default
2025-01-12 21:21:47.598,"2012",cc:24:2e:f5:86:c6,-39,,24,220,1,0,default
2025-01-12 21:21:48.870,"2012",cc:24:2e:f5:86:c6,-39,,24,201,1,0,default
2025-01-12 21:21:50.135,"2012",cc:24:2e:f5:86:c6,-39,,23,187,1,0,default
2025-01-12 21:21:51.383,"2012",cc:24:2e:f5:86:c6,-35,,23,180,1,0,default
2025-01-12 21:21:52.614,"2012",cc:24:2e:f5:86:c6,-35,,23,196,1,0,default
2025-01-12 21:21:53.860,"2012",cc:24:2e:f5:86:c6,-35,,22,212,1,0,default
2025-01-12 21:21:55.122,"2012",cc:24:2e:f5:86:c6,-35,,23,195,1,0,default
2025-01-12 21:21:56.368,"2012",cc:24:2e:f5:86:c6,-34,,24,199,1,0,default
2025-01-12 21:21:57.610,"2012",cc:24:2e:f5:86:c6,-34,,16,191,1,0,default
2025-01-12 21:21:58.849,"2012",cc:24:2e:f5:86:c6,-34,,15,203,1,0,default
2025-01-12 21:22:00.090,"2012",cc:24:2e:f5:86:c6,-36,,17,215,1,0,default
2025-01-12 21:22:01.366,"2012",cc:24:2e:f5:86:c6,-36,,25,204,1,0,default
2025-01-12 21:22:02.630,"2012",cc:24:2e:f5:86:c6,-37,,16,195,1,0,default
2025-01-12 21:22:03.862,"2012",cc:24:2e:f5:86:c6,-37,,22,206,1,0,default
2025-01-12 21:22:05.118,"2012",cc:24:2e:f5:86:c6,-37,,16,197,1,0,default
2025-01-12 21:22:06.363,"2012",cc:24:2e:f5:86:c6,-35,,23,197,1,0,default
2025-01-12 21:22:07.611,"2012",cc:24:2e:f5:86:c6,-35,,23,185,1,0,default
2025-01-12 21:22:08.847,"2012",cc:24:2e:f5:86:c6,-34,,23,199,1,0,default
2025-01-12 21:22:10.096,"2012",cc:24:2e:f5:86:c6,-34,,23,184,1,0,default
2025-01-12 21:22:11.344,"2012",cc:24:2e:f5:86:c6,-34,,24,203,1,0,default
2025-01-12 21:22:12.595,"2012",cc:24:2e:f5:86:c6,-36,,24,205,1,0,default
2025-01-12 21:22:13.851,"2012",cc:24:2e:f5:86:c6,-36,,23,205,1,0,default
2025-01-12 21:22:15.107,"2012",cc:24:2e:f5:86:c6,-40,,25,199,1,0,default
2025-01-12 21:22:16.352,"2012",cc:24:2e:f5:86:c6,-40,,24,180,1,0,default
2025-01-12 21:22:17.586,"2012",cc:24:2e:f5:86:c6,-40,,24,188,1,0,default
2025-01-12 21:22:18.829,"2012",cc:24:2e:f5:86:c6,-40,,25,210,1,0,default
2025-01-12 21:22:20.101,"2012",cc:24:2e:f5:86:c6,-40,,23,242,1,0,default
2025-01-12 21:22:21.394,"2012",cc:24:2e:f5:86:c6,-40,,24,219,1,0,default
2025-01-12 21:22:22.662,"2012",cc:24:2e:f5:86:c6,-40,,23,207,1,0,default
2025-01-12 21:22:23.919,"2012",cc:24:2e:f5:86:c6,-45,,281,420,1,0,default
2025-01-12 21:22:25.643,"2012",cc:24:2e:f5:86:c6,-45,,22,204,1,0,default
2025-01-12 21:22:26.909,"2012",cc:24:2e:f5:86:c6,-48,,24,206,1,0,default
2025-01-12 21:22:28.164,"2012",cc:24:2e:f5:86:c6,-48,,24,203,1,0,default
2025-01-12 21:22:29.423,"2012",cc:24:2e:f5:86:c6,-49,,24,186,1,0,default
2025-01-12 21:22:30.667,"2012",cc:24:2e:f5:86:c6,-49,,193,206,1,0,default
2025-01-12 21:22:32.094,"2012",cc:24:2e:f5:86:c6,-49,,26,226,1,0,default
2025-01-12 21:22:33.373,"2012",cc:24:2e:f5:86:c6,-53,,23,189,1,0,default
2025-01-12 21:22:34.619,"2012",cc:24:2e:f5:86:c6,-53,,283,413,1,0,default
2025-01-12 21:22:36.341,"2012",cc:24:2e:f5:86:c6,-54,,23,189,1,0,default
2025-01-12 21:22:37.585,"2012",cc:24:2e:f5:86:c6,-54,,106,201,1,0,default
2025-01-12 21:22:38.913,"2012",cc:24:2e:f5:86:c6,-68,,71,487,1,0,default
2025-01-12 21:22:40.512,"2012",cc:24:2e:f5:86:c6,-68,,25,544,1,0,default
2025-01-12 21:22:42.127,"2012",cc:24:2e:f5:86:c6,-77,,28,237,1,0,default
2025-01-12 21:22:43.500,"2012",cc:24:2e:f5:86:c6,-77,,24,197,1,0,default
2025-01-12 21:22:44.783,"2012",cc:24:2e:f5:86:c6,-80,,19,234,1,0,default
2025-01-12 21:22:46.152,"2012",cc:24:2e:f5:86:c6,-80,,26,217,1,0,Door2_1
2025-01-12 21:22:47.421,"2012",cc:24:2e:f5:86:c6,-84,,148,,1,0,default
2025-01-12 21:22:54.088,"2012",cc:24:2e:f5:86:c6,-83,,33,486,1,0,default
2025-01-12 21:22:55.664,"2012",cc:24:2e:f5:86:c6,-83,,20,190,1,0,default
2025-01-12 21:22:56.918,"2012",cc:24:2e:f5:86:c6,-79,,232,200,1,0,default
2025-01-12 21:22:58.375,"2012",cc:24:2e:f5:86:c6,-79,,24,198,1,0,default
2025-01-12 21:22:59.638,"2012",cc:24:2e:f5:86:c6,-78,,19,199,1,0,default
2025-01-12 21:23:00.885,"2012",cc:24:2e:f5:86:c6,-78,,30,213,1,0,default
2025-01-12 21:23:02.161,"2012",cc:24:2e:f5:86:c6,-78,,18,184,1,0,default
2025-01-12 21:23:03.399,"2012",cc:24:2e:f5:86:c6,-78,,102,216,1,0,default
2025-01-12 21:23:04.755,"2012",cc:24:2e:f5:86:c6,-78,,23,195,1,0,default
2025-01-12 21:23:06.019,"2012",cc:24:2e:f5:86:c6,-74,,25,203,1,0,default
2025-01-12 21:23:07.278,"2012",cc:24:2e:f5:86:c6,-74,,22,186,1,0,Door2_2
2025-01-12 21:23:08.516,"2012",cc:24:2e:f5:86:c6,-74,,27,409,1,0,default
2025-01-12 21:23:09.988,"2012",cc:24:2e:f5:86:c6,-74,,28,202,1,0,default
2025-01-12 21:23:11.263,"2012",cc:24:2e:f5:86:c6,-74,,28,200,1,0,default
2025-01-12 21:23:12.518,"2012",cc:24:2e:f5:86:c6,-72,,26,185,1,0,default
2025-01-12 21:23:13.752,"2012",cc:24:2e:f5:86:c6,-72,,21,196,1,0,default
2025-01-12 21:23:14.999,"2012",cc:24:2e:f5:86:c6,-55,,28,219,1,0,default
2025-01-12 21:23:16.279,"2012",cc:24:2e:f5:86:c6,-55,,29,202,1,0,default
2025-01-12 21:23:17.543,"2012",cc:24:2e:f5:86:c6,-51,,24,199,1,0,default
2025-01-12 21:23:18.802,"2012",cc:24:2e:f5:86:c6,-51,,24,204,1,0,default
