time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:17:04.229,"2012",cc:24:2e:f5:86:c6,-36,,24,199,1,0,default
2025-01-12 21:17:05.482,"2012",cc:24:2e:f5:86:c6,-33,,14,194,1,0,default
2025-01-12 21:17:06.714,"2012",cc:24:2e:f5:86:c6,-33,,23,223,1,0,default
2025-01-12 21:17:07.982,"2012",cc:24:2e:f5:86:c6,-35,,22,205,1,0,default
2025-01-12 21:17:09.242,"2012",cc:24:2e:f5:86:c6,-35,,17,207,1,0,default
2025-01-12 21:17:10.501,"2012",cc:24:2e:f5:86:c6,-35,,23,215,1,0,default
2025-01-12 21:17:11.767,"2012",cc:24:2e:f5:86:c6,-36,,22,208,1,0,default
2025-01-12 21:17:13.018,"2012",cc:24:2e:f5:86:c6,-36,,23,210,1,0,default
2025-01-12 21:17:14.274,"2012",cc:24:2e:f5:86:c6,-38,,26,213,1,0,default
2025-01-12 21:17:15.543,"2012",cc:24:2e:f5:86:c6,-38,,22,211,1,0,default
2025-01-12 21:17:16.820,"2012",cc:24:2e:f5:86:c6,-40,,16,198,1,0,default
2025-01-12 21:17:18.091,"2012",cc:24:2e:f5:86:c6,-40,,23,194,1,0,default
2025-01-12 21:17:19.352,"2012",cc:24:2e:f5:86:c6,-40,,23,181,1,0,default
2025-01-12 21:17:20.585,"2012",cc:24:2e:f5:86:c6,-36,,21,201,1,0,default
2025-01-12 21:17:21.857,"2012",cc:24:2e:f5:86:c6,-36,,23,207,1,0,default
2025-01-12 21:17:23.115,"2012",cc:24:2e:f5:86:c6,-35,,30,207,1,0,default
2025-01-12 21:17:24.376,"2012",cc:24:2e:f5:86:c6,-35,,23,192,1,0,default
2025-01-12 21:17:25.626,"2012",cc:24:2e:f5:86:c6,-36,,19,212,1,0,default
2025-01-12 21:17:26.881,"2012",cc:24:2e:f5:86:c6,-36,,24,184,1,0,default
2025-01-12 21:17:28.114,"2012",cc:24:2e:f5:86:c6,-36,,16,212,1,0,default
2025-01-12 21:17:29.365,"2012",cc:24:2e:f5:86:c6,-36,,22,208,1,0,default
2025-01-12 21:17:30.619,"2012",cc:24:2e:f5:86:c6,-36,,23,208,1,0,default
2025-01-12 21:17:31.878,"2012",cc:24:2e:f5:86:c6,-36,,18,204,1,0,default
2025-01-12 21:17:33.133,"2012",cc:24:2e:f5:86:c6,-36,,16,216,1,0,default
2025-01-12 21:17:34.402,"2012",cc:24:2e:f5:86:c6,-36,,23,183,1,0,default
2025-01-12 21:17:35.631,"2012",cc:24:2e:f5:86:c6,-36,,22,212,1,0,default
