time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 07:53:13.281,"2012H",c2:2e:60:08:6c:06,-45,,15,197,1,0,default
2025-01-13 07:53:14.539,"2012H",c2:2e:60:08:6c:06,-45,,12,195,1,0,default
2025-01-13 07:53:15.784,"2012H",c2:2e:60:08:6c:06,-45,,13,212,1,0,default
2025-01-13 07:53:17.064,"2012H",c2:2e:60:08:6c:06,-45,,20,196,1,0,default
2025-01-13 07:53:18.316,"2012H",c2:2e:60:08:6c:06,-46,,21,216,1,0,default
2025-01-13 07:53:19.604,"2012H",c2:2e:60:08:6c:06,-46,,14,182,1,0,default
2025-01-13 07:53:20.844,"2012H",c2:2e:60:08:6c:06,-48,,22,194,1,0,default
2025-01-13 07:53:22.105,"2012H",c2:2e:60:08:6c:06,-48,,23,212,1,0,default
2025-01-13 07:53:23.384,"2012H",c2:2e:60:08:6c:06,-48,,14,197,1,0,default
2025-01-13 07:53:24.656,"2012H",c2:2e:60:08:6c:06,-48,,25,208,1,0,default
2025-01-13 07:53:25.929,"2012H",c2:2e:60:08:6c:06,-48,,21,184,1,0,default
2025-01-13 07:53:27.170,"2012H",c2:2e:60:08:6c:06,-49,,19,202,1,0,default
2025-01-13 07:53:28.431,"2012H",c2:2e:60:08:6c:06,-49,,16,199,1,0,default
2025-01-13 07:53:29.695,"2012H",c2:2e:60:08:6c:06,-48,,14,207,1,0,default
2025-01-13 07:53:30.961,"2012H",c2:2e:60:08:6c:06,-48,,21,199,1,0,default
2025-01-13 07:53:32.230,"2012H",c2:2e:60:08:6c:06,-48,,13,210,1,0,default
2025-01-13 07:53:33.510,"2012H",c2:2e:60:08:6c:06,-49,,15,195,1,0,default
2025-01-13 07:53:34.790,"2012H",c2:2e:60:08:6c:06,-49,,22,210,1,0,default
2025-01-13 07:53:36.057,"2012H",c2:2e:60:08:6c:06,-47,,22,180,1,0,default
2025-01-13 07:53:37.316,"2012H",c2:2e:60:08:6c:06,-47,,20,198,1,0,default
2025-01-13 07:53:38.597,"2012H",c2:2e:60:08:6c:06,-47,,22,176,1,0,default
2025-01-13 07:53:39.834,"2012H",c2:2e:60:08:6c:06,-47,,20,183,1,0,default
2025-01-13 07:53:41.078,"2012H",c2:2e:60:08:6c:06,-47,,20,191,1,0,default
2025-01-13 07:53:42.329,"2012H",c2:2e:60:08:6c:06,-47,,21,193,1,0,default
2025-01-13 07:53:43.580,"2012H",c2:2e:60:08:6c:06,-47,,14,210,1,0,default
2025-01-13 07:53:44.847,"2012H",c2:2e:60:08:6c:06,-45,,20,183,1,0,default
2025-01-13 07:53:46.103,"2012H",c2:2e:60:08:6c:06,-45,,20,194,1,0,default
2025-01-13 07:53:47.372,"2012H",c2:2e:60:08:6c:06,-43,,20,183,1,0,default
2025-01-13 07:53:48.609,"2012H",c2:2e:60:08:6c:06,-43,,18,185,1,0,default
2025-01-13 07:53:49.847,"2012H",c2:2e:60:08:6c:06,-43,,12,198,1,0,default
2025-01-13 07:53:51.097,"2012H",c2:2e:60:08:6c:06,-38,,19,179,1,0,default
2025-01-13 07:53:52.336,"2012H",c2:2e:60:08:6c:06,-38,,13,202,1,0,default
2025-01-13 07:53:53.589,"2012H",c2:2e:60:08:6c:06,-32,,12,190,1,0,default
2025-01-13 07:53:54.841,"2012H",c2:2e:60:08:6c:06,-32,,20,193,1,0,default
2025-01-13 07:53:56.108,"2012H",c2:2e:60:08:6c:06,-32,,13,198,1,0,default
2025-01-13 07:53:57.364,"2012H",c2:2e:60:08:6c:06,-38,,20,197,1,0,default
2025-01-13 07:53:58.614,"2012H",c2:2e:60:08:6c:06,-38,,21,182,1,0,default
2025-01-13 07:53:59.883,"2012H",c2:2e:60:08:6c:06,-39,,16,194,1,0,default
2025-01-13 07:54:01.162,"2012H",c2:2e:60:08:6c:06,-39,,20,195,1,0,default
2025-01-13 07:54:02.424,"2012H",c2:2e:60:08:6c:06,-35,,17,209,1,0,default
2025-01-13 07:54:03.699,"2012H",c2:2e:60:08:6c:06,-35,,18,198,1,0,default
2025-01-13 07:54:04.955,"2012H",c2:2e:60:08:6c:06,-35,,24,204,1,0,default
2025-01-13 07:54:06.223,"2012H",c2:2e:60:08:6c:06,-57,,22,210,1,0,default
2025-01-13 07:54:07.660,"2012H",c2:2e:60:08:6c:06,-57,,13,206,1,0,default
2025-01-13 07:54:08.938,"2012H",c2:2e:60:08:6c:06,-62,,26,213,1,0,default
2025-01-13 07:54:10.234,"2012H",c2:2e:60:08:6c:06,-62,,106,194,1,0,default
2025-01-13 07:54:11.574,"2012H",c2:2e:60:08:6c:06,-71,,299,407,1,0,default
2025-01-13 07:54:13.334,"2012H",c2:2e:60:08:6c:06,-71,,11,769,1,0,Door1_1
2025-01-13 07:54:15.175,"2012H",c2:2e:60:08:6c:06,-74,,103,183,1,0,default
2025-01-13 07:54:16.512,"2012H",c2:2e:60:08:6c:06,-75,,20,482,1,0,default
2025-01-13 07:54:18.064,"2012H",c2:2e:60:08:6c:02,-75,,33,195,1,0,default
2025-01-13 07:54:19.347,"2012H",c2:2e:60:08:6c:02,-75,,20,202,1,0,default
2025-01-13 07:54:20.631,"2012H",c2:2e:60:08:6c:02,-67,,20,202,1,0,default
2025-01-13 07:54:21.905,"2012H",c2:2e:60:08:6c:02,-67,,22,201,1,0,default
2025-01-13 07:54:23.158,"2012H",c2:2e:60:08:6c:02,-66,,12,201,1,0,default
2025-01-13 07:54:24.411,"2012H",c2:2e:60:08:6c:02,-66,,15,206,1,0,default
2025-01-13 07:54:25.688,"2012H",c2:2e:60:08:6c:02,-66,,17,203,1,0,default
2025-01-13 07:54:26.949,"2012H",c2:2e:60:08:6c:02,-66,,24,208,1,0,default
2025-01-13 07:54:28.254,"2012H",c2:2e:60:08:6c:02,-66,,20,201,1,0,default
2025-01-13 07:54:29.537,"2012H",c2:2e:60:08:6c:02,-67,,12,206,1,0,default
2025-01-13 07:54:30.805,"2012H",c2:2e:60:08:6c:02,-67,,22,186,1,0,default
2025-01-13 07:54:32.054,"2012H",c2:2e:60:08:6c:02,-65,,12,184,1,0,default
2025-01-13 07:54:33.298,"2012H",c2:2e:60:08:6c:02,-65,,283,499,1,0,Door1_2
2025-01-13 07:54:35.139,"2012H",c2:2e:60:08:6c:02,-59,,21,186,1,0,default
2025-01-13 07:54:36.421,"2012H",c2:2e:60:08:6c:06,-59,,28,660,1,0,default
2025-01-13 07:54:38.149,"2012H",c2:2e:60:08:6c:06,-58,,290,411,1,0,default
2025-01-13 07:54:39.888,"2012H",c2:2e:60:08:6c:06,-58,,21,222,1,0,default
2025-01-13 07:54:41.168,"2012H",c2:2e:60:08:6c:06,-40,,23,200,1,0,default
2025-01-13 07:54:42.435,"2012H",c2:2e:60:08:6c:06,-40,,20,185,1,0,default
2025-01-13 07:54:43.672,"2012H",c2:2e:60:08:6c:06,-38,,13,211,1,0,default
2025-01-13 07:54:44.948,"2012H",c2:2e:60:08:6c:06,-38,,20,200,1,0,default
2025-01-13 07:54:46.233,"2012H",c2:2e:60:08:6c:06,-38,,13,185,1,0,default
2025-01-13 07:54:47.465,"2012H",c2:2e:60:08:6c:06,-37,,16,201,1,0,default
2025-01-13 07:54:48.748,"2012H",c2:2e:60:08:6c:06,-37,,10,186,1,0,default
2025-01-13 07:54:49.990,"2012H",c2:2e:60:08:6c:06,-41,,14,183,1,0,default
2025-01-13 07:54:51.249,"2012H",c2:2e:60:08:6c:06,-41,,20,181,1,0,default
2025-01-13 07:54:52.512,"2012H",c2:2e:60:08:6c:06,-41,,12,183,1,0,default
2025-01-13 07:54:53.747,"2012H",c2:2e:60:08:6c:06,-38,,12,211,1,0,default
2025-01-13 07:54:55.004,"2012H",c2:2e:60:08:6c:06,-38,,20,182,1,0,default
2025-01-13 07:54:56.257,"2012H",c2:2e:60:08:6c:06,-41,,9,190,1,0,default
2025-01-13 07:54:57.500,"2012H",c2:2e:60:08:6c:06,-41,,12,199,1,0,default
2025-01-13 07:54:58.748,"2012H",c2:2e:60:08:6c:06,-38,,21,197,1,0,default
2025-01-13 07:55:00.032,"2012H",c2:2e:60:08:6c:06,-38,,22,199,1,0,default
2025-01-13 07:55:01.294,"2012H",c2:2e:60:08:6c:06,-38,,25,185,1,0,default
2025-01-13 07:55:02.546,"2012H",c2:2e:60:08:6c:06,-46,,20,202,1,0,default
2025-01-13 07:55:03.816,"2012H",c2:2e:60:08:6c:06,-46,,20,195,1,0,default
2025-01-13 07:55:05.111,"2012H",c2:2e:60:08:6c:06,-48,,25,195,1,0,default
2025-01-13 07:55:06.369,"2012H",c2:2e:60:08:6c:06,-48,,20,195,1,0,default
2025-01-13 07:55:07.624,"2012H",c2:2e:60:08:6c:06,-45,,12,195,1,0,default
2025-01-13 07:55:09.014,"2012H",c2:2e:60:08:6c:06,-45,,24,198,1,0,default
2025-01-13 07:55:10.285,"2012H",c2:2e:60:08:6c:06,-45,,20,180,1,0,default
2025-01-13 07:55:11.527,"2012H",c2:2e:60:08:6c:06,-44,,13,186,1,0,default
2025-01-13 07:55:12.768,"2012H",c2:2e:60:08:6c:06,-44,,14,195,1,0,default
2025-01-13 07:55:14.032,"2012H",c2:2e:60:08:6c:06,-44,,12,196,1,0,default
2025-01-13 07:55:15.286,"2012H",c2:2e:60:08:6c:06,-44,,21,184,1,0,default
2025-01-13 07:55:16.526,"2012H",c2:2e:60:08:6c:06,-44,,14,195,1,0,default
2025-01-13 07:55:17.777,"2012H",c2:2e:60:08:6c:06,-44,,15,193,1,0,default
2025-01-13 07:55:19.023,"2012H",c2:2e:60:08:6c:06,-44,,33,202,1,0,default
2025-01-13 07:55:20.300,"2012H",c2:2e:60:08:6c:06,-45,,12,182,1,0,default
