time,ssid,bssid,rssi,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 23:59:39.189,"2012H",c2:2e:60:08:6c:06,-44,,11,204,1,0,default
2025-01-12 23:59:40.460,"2012H",c2:2e:60:08:6c:06,-44,,13,194,1,0,default
2025-01-12 23:59:41.709,"2012H",c2:2e:60:08:6c:06,-43,,20,187,1,0,default
2025-01-12 23:59:42.994,"2012H",c2:2e:60:08:6c:06,-43,,14,194,1,0,default
2025-01-12 23:59:44.246,"2012H",c2:2e:60:08:6c:06,-46,,14,201,1,0,default
2025-01-12 23:59:45.503,"2012H",c2:2e:60:08:6c:06,-46,,13,208,1,0,default
2025-01-12 23:59:46.789,"2012H",c2:2e:60:08:6c:06,-46,,21,180,1,0,default
2025-01-12 23:59:48.027,"2012H",c2:2e:60:08:6c:06,-41,,20,208,1,0,default
2025-01-12 23:59:49.303,"2012H",c2:2e:60:08:6c:06,-41,,13,181,1,0,default
2025-01-12 23:59:50.545,"2012H",c2:2e:60:08:6c:06,-38,,22,199,1,0,default
2025-01-12 23:59:51.817,"2012H",c2:2e:60:08:6c:06,-38,,21,182,1,0,default
2025-01-12 23:59:53.071,"2012H",c2:2e:60:08:6c:06,-39,,14,211,1,0,default
2025-01-12 23:59:54.352,"2012H",c2:2e:60:08:6c:06,-39,,23,191,1,0,default
2025-01-12 23:59:55.612,"2012H",c2:2e:60:08:6c:06,-39,,21,207,1,0,default
2025-01-12 23:59:56.887,"2012H",c2:2e:60:08:6c:06,-39,,31,416,1,0,default
2025-01-12 23:59:58.610,"2012H",c2:2e:60:08:6c:06,-39,,13,187,1,0,default
2025-01-12 23:59:59.853,"2012H",c2:2e:60:08:6c:06,-38,,295,413,1,0,default
2025-01-13 00:00:01.622,"2012H",c2:2e:60:08:6c:06,-38,,13,194,1,0,default
2025-01-13 00:00:02.866,"2012H",c2:2e:60:08:6c:06,-39,,15,197,1,0,default
2025-01-13 00:00:04.125,"2012H",c2:2e:60:08:6c:06,-39,,21,179,1,0,default
2025-01-13 00:00:05.369,"2012H",c2:2e:60:08:6c:06,-38,,12,205,1,0,default
2025-01-13 00:00:06.643,"2012H",c2:2e:60:08:6c:06,-38,,20,198,1,0,default
2025-01-13 00:00:07.904,"2012H",c2:2e:60:08:6c:06,-38,,21,184,1,0,default
2025-01-13 00:00:09.164,"2012H",c2:2e:60:08:6c:06,-39,,14,201,1,0,default
2025-01-13 00:00:10.416,"2012H",c2:2e:60:08:6c:06,-39,,24,200,1,0,default
2025-01-13 00:00:11.727,"2012H",c2:2e:60:08:6c:06,-38,,23,205,1,0,default
2025-01-13 00:00:13.039,"2012H",c2:2e:60:08:6c:06,-38,,19,205,1,0,default
2025-01-13 00:00:14.361,"2012H",c2:2e:60:08:6c:06,-43,,24,209,1,0,default
2025-01-13 00:00:15.696,"2012H",c2:2e:60:08:6c:06,-43,,25,220,1,0,default
2025-01-13 00:00:17.050,"2012H",c2:2e:60:08:6c:06,-45,,17,192,1,0,default
2025-01-13 00:00:18.356,"2012H",c2:2e:60:08:6c:06,-45,,26,202,1,0,default
2025-01-13 00:00:19.685,"2012H",c2:2e:60:08:6c:06,-45,,20,217,1,0,default
2025-01-13 00:00:21.016,"2012H",c2:2e:60:08:6c:06,-39,,14,218,1,0,default
2025-01-13 00:00:22.331,"2012H",c2:2e:60:08:6c:06,-39,,24,209,1,0,default
2025-01-13 00:00:23.659,"2012H",c2:2e:60:08:6c:06,-33,,29,203,1,0,default
2025-01-13 00:00:24.983,"2012H",c2:2e:60:08:6c:06,-33,,17,218,1,0,default
2025-01-13 00:00:26.314,"2012H",c2:2e:60:08:6c:06,-31,,27,221,1,0,default
2025-01-13 00:00:27.656,"2012H",c2:2e:60:08:6c:06,-31,,18,191,1,0,default
2025-01-13 00:00:28.962,"2012H",c2:2e:60:08:6c:06,-36,,14,200,1,0,default
2025-01-13 00:00:30.279,"2012H",c2:2e:60:08:6c:06,-36,,23,213,1,0,default
2025-01-13 00:00:31.614,"2012H",c2:2e:60:08:6c:06,-36,,23,190,1,0,default
2025-01-13 00:00:32.900,"2012H",c2:2e:60:08:6c:06,-39,,15,184,1,0,default
2025-01-13 00:00:34.166,"2012H",c2:2e:60:08:6c:06,-39,,23,197,1,0,default
2025-01-13 00:00:35.453,"2012H",c2:2e:60:08:6c:06,-46,,70,205,1,0,default
2025-01-13 00:00:36.801,"2012H",c2:2e:60:08:6c:06,-46,,19,204,1,0,default
2025-01-13 00:00:38.100,"2012H",c2:2e:60:08:6c:06,-61,,36,196,1,0,default
2025-01-13 00:00:39.412,"2012H",c2:2e:60:08:6c:06,-61,,26,216,1,0,default
2025-01-13 00:00:40.721,"2012H",c2:2e:60:08:6c:02,-70,,611,213,1,0,default
2025-01-13 00:00:42.603,"2012H",c2:2e:60:08:6c:02,-70,,30,212,1,0,default
2025-01-13 00:00:43.952,"2012H",c2:2e:60:08:6c:02,-69,,21,234,1,0,default
2025-01-13 00:00:45.282,"2012H",c2:2e:60:08:6c:02,-69,,44,451,1,0,default
2025-01-13 00:00:46.869,"2012H",c2:2e:60:08:6c:02,-71,,19,255,1,0,default
2025-01-13 00:00:48.274,"2012H",c2:2e:60:08:6c:02,-71,,21,255,1,0,default
2025-01-13 00:00:49.633,"2012H",c2:2e:60:08:6c:02,-71,,27,222,1,0,default
2025-01-13 00:00:50.960,"2012H",c2:2e:60:08:6c:02,-71,,14,204,1,0,default
2025-01-13 00:00:52.251,"2012H",c2:2e:60:08:6c:02,-71,,22,214,1,0,default
2025-01-13 00:00:53.564,"2012H",c2:2e:60:08:6c:02,-66,,23,202,1,0,default
2025-01-13 00:00:54.859,"2012H",c2:2e:60:08:6c:02,-66,,19,223,1,0,default
2025-01-13 00:00:56.171,"2012H",c2:2e:60:08:6c:02,-67,,25,211,1,0,default
2025-01-13 00:00:57.492,"2012H",c2:2e:60:08:6c:02,-67,,26,245,1,0,default
2025-01-13 00:00:58.871,"2012H",c2:2e:60:08:6c:02,-73,,18,230,1,0,default
2025-01-13 00:01:00.206,"2012H",c2:2e:60:08:6c:02,-73,,38,204,1,0,default
2025-01-13 00:01:01.527,"2012H",c2:2e:60:08:6c:02,-72,,34,235,1,0,default
2025-01-13 00:01:02.999,"2012H",c2:2e:60:08:6c:02,-72,,19,189,1,0,default
2025-01-13 00:01:04.303,"2012H",c2:2e:60:08:6c:02,-72,,23,218,1,0,default
2025-01-13 00:01:05.628,"2012H",c2:2e:60:08:6c:02,-68,,25,241,1,0,default
2025-01-13 00:01:06.995,"2012H",c2:2e:60:08:6c:02,-68,,18,219,1,0,default
2025-01-13 00:01:08.384,"2012H",c2:2e:60:08:6c:02,-69,,25,276,1,0,default
2025-01-13 00:01:09.779,"2012H",c2:2e:60:08:6c:02,-69,,23,203,1,0,default
2025-01-13 00:01:11.105,"2012H",c2:2e:60:08:6c:02,-57,,19,220,1,0,default
2025-01-13 00:01:12.439,"2012H",c2:2e:60:08:6c:02,-57,,42,247,1,0,default
2025-01-13 00:01:13.847,"2012H",c2:2e:60:08:6c:02,-58,,14,200,1,0,default
2025-01-13 00:01:15.159,"2012H",c2:2e:60:08:6c:02,-58,,18,213,1,0,default
2025-01-13 00:01:16.516,"2012H",c2:2e:60:08:6c:02,-41,,15,224,1,0,default
2025-01-13 00:01:17.868,"2012H",c2:2e:60:08:6c:06,-39,,16,223,1,0,default
2025-01-13 00:01:19.188,"2012H",c2:2e:60:08:6c:06,-39,,15,202,1,0,default
2025-01-13 00:01:20.470,"2012H",c2:2e:60:08:6c:06,-40,,23,184,1,0,default
2025-01-13 00:01:21.751,"2012H",c2:2e:60:08:6c:06,-40,,16,213,1,0,default
2025-01-13 00:01:23.084,"2012H",c2:2e:60:08:6c:06,-40,,14,199,1,0,default
2025-01-13 00:01:24.392,"2012H",c2:2e:60:08:6c:06,-40,,17,205,1,0,default
2025-01-13 00:01:25.718,"2012H",c2:2e:60:08:6c:06,-40,,15,216,1,0,default
2025-01-13 00:01:27.038,"2012H",c2:2e:60:08:6c:06,-38,,19,202,1,0,default
2025-01-13 00:01:28.356,"2012H",c2:2e:60:08:6c:06,-38,,24,191,1,0,default
2025-01-13 00:01:29.670,"2012H",c2:2e:60:08:6c:06,-36,,16,206,1,0,default
2025-01-13 00:01:30.982,"2012H",c2:2e:60:08:6c:06,-36,,17,209,1,0,default
2025-01-13 00:01:32.306,"2012H",c2:2e:60:08:6c:06,-36,,34,213,1,0,default
